Wavelength,Flux,BestFit,SkyFlux
3883.292,9.345,3.615,26.674
3884.185,9.091,3.541,27.871
3885.081,8.123,3.494,30.512
3885.975,8.784,3.628,31.008
3886.871,8.554,3.590,28.917
3887.765,6.162,3.480,27.506
3888.659,1.589,3.501,27.232
3889.556,6.170,3.525,26.991
3890.451,4.648,3.545,27.180
3891.348,2.595,3.579,30.205
3892.243,7.409,3.564,35.092
3893.141,3.777,3.525,38.050
3894.036,4.428,3.630,38.001
3894.934,7.823,3.628,37.014
3895.830,1.297,3.571,36.480
3896.726,9.048,3.555,37.123
3897.625,10.436,3.509,38.552
3898.522,5.813,3.523,39.170
3899.421,0.715,3.516,38.448
3900.318,3.173,3.550,38.040
3901.217,-0.333,3.536,38.053
3902.115,0.045,3.509,37.869
3903.012,3.455,3.621,37.219
3903.912,-0.507,3.519,36.023
3904.810,-3.136,3.540,36.206
3905.711,0.430,3.521,36.230
3906.609,8.689,3.519,34.959
3907.510,2.335,3.581,36.217
3908.409,3.349,3.564,41.368
3909.308,5.738,3.565,44.280
3910.210,4.587,3.474,44.043
3911.109,2.529,3.557,43.527
3912.011,1.403,3.680,44.406
3912.911,1.625,3.623,44.720
3913.813,4.056,3.528,45.926
3914.714,4.063,3.750,45.945
3915.614,1.457,3.677,44.165
3916.517,0.427,3.620,41.924
3917.418,2.732,3.627,40.629
3918.322,6.002,3.641,39.954
3919.223,4.396,3.757,38.775
3920.127,2.157,3.803,36.915
3921.029,3.450,3.713,34.859
3921.931,2.115,3.736,33.025
3922.835,2.898,3.780,32.722
3923.737,2.346,3.703,33.993
3924.642,5.271,3.621,35.084
3925.545,6.012,3.686,34.567
3926.450,2.994,3.716,32.702
3927.354,3.442,3.553,30.139
3928.257,-0.022,3.539,27.143
3929.163,-0.386,3.738,23.738
3930.067,7.851,3.691,20.558
3930.973,4.028,3.648,17.963
3931.877,2.779,3.755,16.121
3932.784,2.594,3.722,14.462
3933.689,-0.600,3.662,12.962
3934.594,3.629,3.700,12.043
3935.501,4.021,3.680,12.234
3936.406,1.764,3.684,13.834
3937.314,1.813,3.594,16.427
3938.220,3.739,3.537,19.241
3939.128,4.786,3.612,22.266
3940.034,2.494,3.720,25.251
3940.941,4.191,3.654,27.902
3941.849,7.309,3.553,30.173
3942.756,1.419,3.536,31.895
3943.665,3.066,3.621,30.800
3944.573,5.716,3.652,28.817
3945.482,6.215,3.612,29.164
3946.390,5.262,3.661,32.435
3947.298,2.888,3.595,36.061
3948.208,4.577,3.596,37.205
3949.116,4.111,3.660,36.564
3950.027,0.375,3.678,37.138
3950.936,5.680,3.642,40.190
3951.847,1.915,3.693,42.220
3952.756,2.611,3.843,41.642
3953.665,5.299,3.798,40.287
3954.577,7.918,3.754,39.773
3955.487,9.266,3.845,40.463
3956.399,6.459,3.858,39.949
3957.309,5.679,3.591,37.653
3958.221,5.769,3.809,36.380
3959.132,1.098,3.970,37.480
3960.045,9.090,3.840,38.348
3960.956,0.911,3.744,36.871
3961.867,3.582,3.789,31.949
3962.781,6.502,3.691,26.515
3963.692,2.563,3.856,23.833
3964.606,5.898,3.949,23.651
3965.518,9.378,3.850,23.308
3966.433,6.756,3.722,20.279
3967.345,7.259,3.692,16.263
3968.258,4.588,3.680,13.575
3969.173,4.088,3.666,12.143
3970.086,0.927,3.832,12.017
3971.002,5.582,3.825,13.247
3971.915,8.875,3.584,16.061
3972.831,4.600,3.542,19.973
3973.745,2.389,4.007,24.092
3974.659,4.512,3.900,27.320
3975.576,3.707,3.712,29.225
3976.490,4.613,3.628,30.920
3977.407,5.676,3.681,32.868
3978.322,4.269,3.790,35.398
3979.240,6.974,3.791,37.842
3980.155,5.922,3.712,39.818
3981.071,3.240,3.782,41.272
3981.989,3.112,3.733,41.860
3982.905,3.928,3.578,41.618
3983.823,4.406,3.594,39.939
3984.740,1.298,3.852,39.512
3985.659,5.673,3.719,40.391
3986.576,4.258,3.788,40.728
3987.493,2.482,3.800,43.465
3988.412,2.967,3.702,45.205
3989.330,1.799,3.709,46.302
3990.250,2.997,3.880,43.681
3991.168,5.504,3.767,43.217
3992.088,1.482,3.735,42.883
3993.006,-1.792,3.562,44.094
3993.925,1.331,3.503,45.056
3994.846,4.618,3.735,44.290
3995.765,4.588,3.915,42.955
3996.686,4.764,4.037,41.699
3997.606,2.936,3.790,41.706
3998.528,4.122,3.669,41.956
3999.447,4.390,3.797,43.183
4000.368,1.095,3.883,45.192
4001.290,2.598,3.738,47.336
4002.211,2.650,3.829,47.357
4003.133,6.824,3.942,47.248
4004.054,3.706,3.880,47.475
4004.978,0.957,3.804,45.958
4005.899,1.352,3.789,41.403
4006.821,3.123,3.672,38.426
4007.745,4.346,3.751,40.502
4008.666,4.629,3.930,44.824
4009.591,3.778,3.793,46.865
4010.513,2.503,3.692,46.880
4011.438,2.312,3.874,46.779
4012.361,-0.702,3.918,47.262
4013.284,3.748,3.911,47.200
4014.209,6.960,3.885,46.759
4015.133,4.511,3.844,47.279
4016.059,2.893,3.820,47.879
4016.983,5.069,3.904,46.932
4017.909,5.748,4.064,45.470
4018.833,3.104,3.841,45.368
4019.758,3.769,3.733,47.400
4020.685,5.345,3.809,49.063
4021.610,4.734,3.831,48.744
4022.537,4.135,3.783,48.193
4023.462,0.428,3.892,48.006
4024.390,2.975,3.792,47.848
4025.316,4.599,3.721,47.278
4026.242,3.581,3.687,46.634
4027.171,2.005,3.744,48.016
4028.097,-1.491,3.873,48.848
4029.026,-2.545,3.904,48.837
4029.953,3.044,3.843,48.352
4030.882,5.295,3.819,45.035
4031.809,4.668,3.977,41.975
4032.739,1.035,3.874,40.232
4033.667,1.167,3.555,39.109
4034.595,2.056,3.738,39.227
4035.525,5.760,3.624,41.029
4036.453,5.932,3.518,43.403
4037.384,2.337,3.820,45.954
4038.313,6.140,3.966,49.579
4039.244,1.228,3.734,50.414
4040.173,4.752,3.826,49.183
4041.103,4.049,3.764,47.846
4042.035,7.902,3.390,46.139
4042.965,3.617,3.465,46.553
4043.897,2.117,3.824,47.667
4044.827,1.914,3.861,44.996
4045.760,2.393,3.628,40.740
4046.691,6.760,4.023,43.178
4047.622,5.880,3.848,50.009
4048.555,2.452,3.906,55.019
4049.486,3.591,3.994,54.077
4050.420,0.554,3.791,51.112
4051.352,-0.452,3.894,48.822
4052.286,1.374,4.122,47.285
4053.218,4.528,3.930,45.398
4054.151,5.463,3.846,44.248
4055.086,3.659,3.780,43.952
4056.019,4.088,3.645,43.725
4056.954,6.214,3.848,43.161
4057.887,2.483,3.934,42.854
4058.823,4.316,3.507,41.346
4059.757,7.647,3.512,41.447
4060.691,1.231,3.888,44.577
4061.627,3.885,4.074,47.256
4062.561,4.052,3.987,45.372
4063.498,4.958,3.853,40.133
4064.433,5.607,3.883,36.975
4065.370,1.532,4.050,37.992
4066.305,2.063,4.018,40.861
4067.241,3.664,3.869,41.631
4068.179,3.147,4.088,41.491
4069.115,5.857,3.905,43.678
4070.053,5.354,3.827,45.711
4070.989,1.669,4.119,45.067
4071.928,-2.668,4.125,41.920
4072.865,1.950,3.643,40.213
4073.802,5.474,3.517,41.264
4074.741,2.691,3.567,43.689
4075.679,4.178,3.687,44.808
4076.618,2.763,3.712,43.805
4077.556,3.032,3.723,41.413
4078.497,7.484,3.906,39.488
4079.435,4.150,4.226,40.249
4080.373,6.859,4.193,42.088
4081.314,5.141,4.024,44.694
4082.253,4.015,3.971,46.597
4083.194,3.746,3.881,46.775
4084.134,1.749,3.796,45.551
4085.076,2.383,4.100,44.125
4086.015,2.255,4.259,42.544
4086.955,2.920,4.251,43.882
4087.898,1.615,3.877,47.387
4088.838,8.206,3.468,47.733
4089.781,9.114,3.465,47.853
4090.722,3.947,3.781,47.729
4091.665,3.352,3.767,46.801
4092.606,5.900,3.580,45.562
4093.548,5.218,3.772,44.463
4094.492,2.743,3.950,44.546
4095.434,2.070,3.692,44.497
4096.378,3.195,3.508,43.038
4097.321,3.544,4.009,41.251
4098.265,3.804,3.985,40.757
4099.208,6.711,3.649,40.429
4100.151,5.193,3.599,39.207
4101.097,4.387,3.820,36.463
4102.040,3.300,3.743,32.986
4102.986,3.206,3.817,31.123
4103.930,6.091,3.797,32.869
4104.876,6.837,3.895,36.469
4105.821,7.439,4.085,39.597
4106.768,3.912,4.202,41.897
4107.712,6.153,4.259,43.133
4108.657,4.865,4.382,43.127
4109.605,7.932,3.889,42.488
4110.550,5.464,3.777,42.728
4111.498,7.057,4.069,43.047
4112.444,9.126,4.177,43.166
4113.392,6.618,4.104,43.647
4114.338,7.732,4.497,44.854
4115.285,4.931,4.266,45.931
4116.234,7.475,4.383,46.276
4117.181,6.995,4.476,46.761
4118.130,6.195,4.219,46.722
4119.078,5.074,4.437,44.627
4120.027,7.461,4.129,42.902
4120.975,4.171,4.229,43.538
4121.923,4.025,4.163,44.114
4122.874,4.922,3.937,43.850
4123.822,1.745,4.000,43.217
4124.773,6.343,4.291,44.867
4125.722,1.379,4.058,45.514
4126.673,6.097,3.920,44.024
4127.623,5.098,4.069,42.822
4128.572,3.785,3.989,42.265
4129.524,4.093,3.594,42.395
4130.474,2.259,3.602,42.693
4131.427,0.436,3.627,42.012
4132.377,4.513,3.533,40.422
4133.330,9.069,3.753,38.599
4134.281,3.865,3.860,38.265
4135.232,0.902,3.659,39.960
4136.186,7.181,3.821,41.470
4137.137,4.509,3.828,42.962
4138.091,2.944,3.854,44.127
4139.043,4.269,4.040,45.423
4139.998,6.910,4.193,46.254
4140.950,5.410,4.161,46.221
4141.903,3.475,4.069,45.134
4142.858,3.128,3.940,42.197
4143.811,2.494,4.203,38.283
4144.766,4.377,4.157,36.449
4145.720,4.238,3.955,38.476
4146.676,0.169,3.992,41.827
4147.630,7.222,4.027,43.111
4148.584,3.000,3.994,42.480
4149.541,1.911,4.023,41.568
4150.495,3.066,4.007,41.302
4151.452,1.375,3.898,41.740
4152.407,0.286,3.905,42.455
4153.365,2.692,4.162,41.843
4154.320,3.773,3.817,39.575
4155.276,0.835,3.793,40.163
4156.234,2.349,4.031,40.736
4157.190,6.136,4.184,41.354
4158.149,2.947,3.902,41.916
4159.106,1.497,3.422,41.676
4160.065,3.725,4.471,42.952
4161.022,1.707,3.970,44.221
4161.979,0.498,3.919,45.215
4162.939,2.363,4.221,45.780
4163.896,2.309,4.078,46.203
4164.857,2.323,4.321,46.071
4165.815,3.209,4.021,46.205
4166.775,4.092,4.027,44.773
4167.734,4.181,4.084,42.022
4168.693,0.472,4.097,41.372
4169.654,2.368,4.192,43.179
4170.613,4.699,4.285,44.352
4171.575,2.211,4.053,42.959
4172.535,3.116,3.713,41.966
4173.497,6.953,3.725,39.338
4174.457,5.074,3.933,37.195
4175.417,2.718,3.895,38.561
4176.380,3.102,3.618,39.766
4177.341,0.491,3.872,39.786
4178.304,3.835,3.966,39.630
4179.265,4.852,4.174,39.348
4180.229,3.592,4.074,40.462
4181.191,5.318,3.766,41.121
4182.155,5.122,4.301,40.092
4183.117,3.077,4.196,39.014
4184.079,2.130,3.891,39.265
4185.044,2.255,3.976,40.281
4186.007,5.666,4.289,40.604
4186.972,5.940,4.362,39.313
4187.935,3.850,4.205,37.296
4188.901,4.737,4.521,36.368
4189.865,6.438,4.161,37.436
4190.829,0.952,3.785,39.693
4191.795,2.225,3.960,40.794
4192.759,4.232,4.204,40.644
4193.726,3.947,3.670,41.535
4194.691,4.966,3.639,42.250
4195.658,3.990,3.889,41.109
4196.624,3.987,4.023,39.333
4197.589,4.478,3.987,38.301
4198.557,2.727,3.944,36.814
4199.523,6.563,4.011,35.185
4200.491,6.915,4.058,35.743
4201.457,4.574,3.801,36.258
4202.426,4.395,4.029,36.378
4203.393,3.710,4.242,36.583
4204.360,2.930,4.124,37.638
4205.330,4.863,4.592,39.144
4206.297,6.421,4.757,40.469
4207.267,3.448,4.463,41.793
4208.235,-0.566,4.363,42.832
4209.205,2.427,4.362,42.453
4210.174,6.551,4.164,41.529
4211.142,2.614,4.087,41.128
4212.113,4.715,4.381,40.897
4213.082,5.737,4.076,41.438
4214.054,5.209,4.348,41.605
4215.023,4.964,4.682,40.401
4215.995,3.557,4.280,38.737
4216.965,2.242,3.941,38.431
4217.935,2.219,3.922,38.889
4218.908,4.444,4.109,39.387
4219.878,3.881,4.135,40.507
4220.851,2.754,4.055,42.591
4221.822,1.714,4.143,43.473
4222.796,6.003,4.368,42.187
4223.767,3.158,4.185,39.881
4224.739,3.243,4.514,37.553
4225.713,4.450,4.328,34.604
4226.685,3.551,4.008,30.197
4227.660,7.677,4.207,27.166
4228.633,6.298,4.244,28.897
4229.608,3.051,4.011,35.353
4230.581,4.095,3.983,39.795
4231.554,4.214,4.073,41.465
4232.530,3.759,4.037,41.612
4233.504,3.768,3.918,40.333
4234.480,4.816,3.991,38.893
4235.454,7.459,3.922,37.866
4236.431,7.239,3.872,36.894
4237.405,4.055,4.022,35.782
4238.380,3.388,4.177,35.517
4239.357,4.729,4.330,36.778
4240.333,4.158,4.733,37.330
4241.310,5.761,4.464,38.281
4242.286,5.782,4.080,39.122
4243.264,4.994,3.954,38.556
4244.241,6.238,4.070,39.265
4245.217,5.233,4.303,40.549
4246.196,7.043,4.530,41.053
4247.173,3.571,4.347,40.934
4248.152,1.106,4.019,39.985
4249.129,5.467,4.229,37.056
4250.109,1.975,4.661,34.665
4251.087,5.749,4.705,34.360
4252.065,6.873,4.410,36.268
4253.045,3.143,4.133,38.821
4254.024,2.852,4.621,39.434
4255.005,4.492,4.712,37.595
4255.984,4.979,4.480,36.080
4256.965,3.459,4.545,37.328
4257.944,3.565,4.608,39.817
4258.926,5.418,4.354,39.583
4259.906,5.436,4.512,35.906
4260.886,4.381,4.601,31.834
4261.869,4.999,4.354,30.818
4262.849,3.727,4.150,33.352
4263.832,6.639,4.443,37.933
4264.813,5.253,4.430,40.077
4265.796,2.999,4.400,40.294
4266.778,5.195,4.394,40.499
4267.759,4.866,4.408,40.092
4268.743,2.349,4.424,38.907
4269.725,3.328,4.405,37.039
4270.710,5.115,4.433,34.745
4271.692,4.372,4.359,32.082
4272.677,4.729,4.126,30.213
4273.660,2.857,4.063,30.936
4274.644,5.214,4.303,32.694
4275.629,3.126,4.407,34.270
4276.613,3.365,4.314,35.397
4277.599,1.646,4.095,36.790
4278.583,3.706,4.055,38.107
4279.570,7.923,4.153,38.532
4280.554,3.611,4.214,37.631
4281.539,1.198,4.241,35.951
4282.526,5.242,4.171,35.738
4283.511,2.360,3.922,36.369
4284.499,2.316,3.927,37.317
4285.485,3.895,3.863,37.013
4286.473,5.440,3.530,34.959
4287.459,2.448,3.583,33.806
4288.446,4.161,3.775,33.955
4289.434,3.937,3.863,33.333
4290.421,3.891,4.099,31.242
4291.411,5.040,4.244,30.574
4292.398,4.287,4.062,32.307
4293.388,3.052,3.929,35.125
4294.375,3.854,4.047,35.932
4295.363,2.604,4.049,34.400
4296.354,2.108,4.100,34.040
4297.342,6.157,4.124,33.422
4298.333,4.731,3.933,31.048
4299.322,3.918,3.659,27.850
4300.313,6.772,3.657,25.295
4301.303,3.860,3.711,24.418
4302.292,4.960,3.746,25.010
4303.284,5.877,3.772,26.039
4304.274,3.755,3.781,26.212
4305.267,2.221,3.660,26.190
4306.257,3.457,3.225,26.449
4307.250,7.468,3.383,26.239
4308.241,2.371,3.563,24.807
4309.232,1.244,3.691,23.681
4310.226,4.984,3.946,23.684
4311.217,4.623,4.045,24.399
4312.212,3.659,4.107,26.393
4313.204,3.177,4.157,28.751
4314.198,3.084,4.199,30.988
4315.191,2.921,4.215,34.080
4316.183,2.715,4.176,37.949
4317.179,4.080,4.101,41.015
4318.172,5.790,4.149,42.450
4319.168,4.276,4.396,42.636
4320.161,4.728,4.742,41.714
4321.157,6.448,4.924,41.311
4322.152,4.497,4.770,39.804
4323.146,5.782,4.545,37.021
4324.143,5.636,4.864,33.815
4325.137,3.971,4.584,30.249
4326.135,4.694,4.477,28.037
4327.130,6.238,4.455,29.302
4328.128,5.868,4.196,32.841
4329.124,7.022,4.312,36.726
4330.119,8.942,4.604,39.088
4331.118,4.693,4.322,38.848
4332.114,4.008,4.176,38.546
4333.113,3.291,4.282,38.366
4334.110,5.283,4.213,38.867
4335.110,1.970,3.936,39.753
4336.107,-0.266,4.078,39.061
4337.107,3.587,4.229,37.282
4338.105,6.926,4.308,35.126
4339.103,5.372,4.358,32.008
4340.103,4.874,4.391,28.957
4341.102,6.755,4.396,27.001
4342.103,6.583,4.422,27.259
4343.101,5.819,4.540,30.086
4344.103,2.491,4.419,33.048
4345.102,2.950,4.137,35.001
4346.102,3.496,3.985,36.817
4347.104,1.434,3.988,38.050
4348.104,5.527,4.019,38.848
4349.107,3.680,4.463,39.445
4350.107,4.547,4.599,39.206
4351.110,3.437,4.549,37.668
4352.111,3.673,4.740,34.451
4353.113,7.248,4.908,32.312
4354.116,7.497,4.965,33.525
4355.118,6.579,4.952,35.594
4356.122,5.894,4.990,36.874
4357.125,5.634,5.137,41.720
4358.129,3.956,5.171,53.163
4359.132,3.082,4.778,63.602
4360.135,4.621,4.537,62.903
4361.140,4.668,4.277,53.735
4362.143,3.366,4.177,46.282
4363.149,2.676,4.240,43.269
4364.153,3.847,4.340,41.172
4365.159,4.833,4.447,40.992
4366.164,5.421,4.503,41.720
4367.168,5.413,4.612,40.823
4368.175,2.009,4.903,39.183
4369.180,4.890,5.041,37.709
4370.187,5.657,4.863,37.389
4371.193,7.096,4.873,37.456
4372.201,5.070,5.051,37.767
4373.207,4.810,5.231,37.816
4374.213,5.035,5.262,36.519
4375.221,4.255,5.040,35.194
4376.228,4.365,4.692,34.065
4377.237,5.461,4.597,34.665
4378.244,4.865,4.754,36.435
4379.254,3.847,4.565,37.682
4380.261,5.029,4.574,38.269
4381.269,4.715,4.764,37.577
4382.279,5.278,4.643,36.195
4383.287,4.188,4.287,33.066
4384.298,3.487,4.856,27.926
4385.307,4.994,4.867,25.521
4386.318,4.899,4.783,29.399
4387.327,5.157,4.975,33.216
4388.336,4.693,5.137,34.415
4389.348,4.947,4.950,34.551
4390.358,6.156,5.140,34.556
4391.370,4.559,5.237,35.039
4392.381,1.310,5.275,35.606
4393.393,2.478,5.385,36.098
4394.404,4.703,5.506,36.068
4395.415,6.038,5.435,34.887
4396.429,4.962,5.285,34.244
4397.440,5.566,5.310,36.272
4398.454,1.891,5.122,37.971
4399.466,5.635,4.989,37.553
4400.480,5.645,5.053,35.807
4401.493,5.311,4.727,34.808
4402.505,6.188,4.861,35.335
4403.520,4.641,4.979,36.519
4404.534,3.436,4.992,35.976
4405.549,6.627,5.008,33.411
4406.563,9.276,5.130,32.419
4407.579,3.591,5.317,34.348
4408.593,2.857,5.224,35.977
4409.607,2.550,5.054,36.367
4410.624,5.557,5.111,36.842
4411.638,3.821,5.228,38.926
4412.656,4.984,5.108,40.996
4413.671,5.446,4.867,41.347
4414.689,3.775,4.899,39.202
4415.704,3.650,5.024,36.063
4416.723,4.974,5.027,34.686
4417.739,4.341,4.869,35.567
4418.755,2.629,4.643,37.749
4419.774,2.788,4.524,39.687
4420.791,3.849,4.751,41.051
4421.810,9.777,5.054,40.920
4422.827,3.891,5.015,38.494
4423.847,4.273,4.932,37.438
4424.865,6.261,5.040,36.961
4425.883,3.647,4.833,37.022
4426.903,4.182,4.569,37.312
4427.922,3.218,4.764,37.982
4428.943,2.514,4.850,38.434
4429.962,4.831,4.646,38.264
4430.983,5.464,4.580,37.818
4432.003,4.010,4.983,36.955
4433.022,3.151,5.095,36.952
4434.044,6.466,5.166,36.898
4435.064,2.179,5.356,35.562
4436.087,2.420,5.268,33.881
4437.108,5.712,4.957,33.858
4438.131,5.150,5.278,37.373
4439.152,6.448,5.223,39.743
4440.173,2.809,5.247,39.968
4441.197,3.647,5.196,39.234
4442.219,5.555,5.138,37.743
4443.243,3.974,5.257,35.482
4444.265,3.196,5.412,34.607
4445.290,3.884,5.463,36.169
4446.313,5.677,5.333,38.237
4447.336,4.326,5.091,38.827
4448.361,3.598,4.790,38.234
4449.384,5.470,4.592,38.185
4450.410,3.224,4.699,38.374
4451.434,3.467,4.611,38.446
4452.461,2.864,4.568,37.789
4453.485,2.630,4.669,37.235
4454.510,5.016,4.825,35.919
4455.537,5.156,5.000,33.324
4456.562,4.783,5.201,32.147
4457.589,4.405,4.902,32.863
4458.615,3.972,5.271,33.586
4459.643,6.559,5.509,33.761
4460.669,4.075,5.560,33.541
4461.695,5.020,5.735,33.223
4462.724,6.519,5.627,32.516
4463.751,4.413,5.675,34.200
4464.780,6.824,5.574,35.685
4465.807,5.704,5.385,36.184
4466.837,6.906,5.285,36.530
4467.864,2.998,5.194,36.724
4468.892,4.263,4.861,36.013
4469.923,7.347,4.953,34.861
4470.951,7.418,5.775,34.802
4471.982,6.955,8.007,35.488
4473.011,7.685,12.605,36.115
4474.042,13.859,18.634,37.240
4475.072,15.210,22.566,37.947
4476.101,13.252,24.495,37.482
4477.133,15.211,26.507,37.032
4478.163,14.625,26.931,37.711
4479.196,14.921,23.412,38.108
4480.226,13.850,16.226,36.470
4481.259,5.569,9.569,35.086
4482.290,3.644,6.644,33.429
4483.322,4.268,5.195,33.493
4484.355,4.822,4.526,35.121
4485.387,4.622,4.315,37.159
4486.421,2.680,4.266,38.557
4487.453,2.777,4.443,38.548
4488.488,4.570,4.747,38.762
4489.521,6.758,4.837,36.891
4490.554,3.831,5.158,34.936
4491.589,6.045,5.587,34.972
4492.622,5.658,5.722,36.872
4493.658,4.344,5.715,38.212
4494.692,5.215,5.936,37.522
4495.729,5.517,5.891,36.319
4496.763,4.630,5.607,36.187
4497.800,4.389,5.303,36.796
4498.834,4.415,5.028,37.362
4499.869,4.462,4.651,37.715
4500.907,4.609,4.484,37.811
4501.943,3.231,4.228,37.361
4502.981,1.861,4.149,37.672
4504.017,4.501,4.343,38.439
4505.055,4.515,4.663,39.214
4506.092,1.294,5.003,39.935
4507.128,5.756,5.372,39.338
4508.168,6.279,5.794,38.496
4509.205,5.123,6.018,39.478
4510.244,3.842,6.074,40.244
4511.282,5.021,6.127,39.685
4512.322,5.699,6.135,39.458
4513.360,5.280,5.962,39.128
4514.399,6.038,5.743,38.421
4515.440,4.004,5.714,37.841
4516.478,2.469,5.907,37.948
4517.520,7.557,6.040,38.090
4518.559,2.903,5.814,37.772
4519.601,6.431,5.849,37.600
4520.641,4.068,5.848,38.394
4521.681,6.577,5.812,38.696
4522.724,5.532,5.765,38.586
4523.764,6.095,5.562,37.452
4524.807,5.255,5.094,36.230
4525.848,5.562,4.948,36.020
4526.892,2.583,5.185,35.409
4527.933,4.572,5.293,34.015
4528.975,5.307,5.229,33.315
4530.019,2.572,5.246,33.471
4531.061,5.233,5.369,34.070
4532.106,7.709,5.581,34.809
4533.149,6.932,5.854,35.198
4534.194,4.228,6.087,35.019
4535.237,5.797,6.314,34.411
4536.280,4.927,6.520,34.317
4537.327,7.353,6.570,35.606
4538.370,6.789,6.830,38.208
4539.417,6.156,7.095,39.761
4540.461,8.038,7.203,38.291
4541.508,6.931,7.251,36.679
4542.553,7.817,7.383,36.920
4543.598,7.398,7.496,37.731
4544.646,6.802,7.283,37.549
4545.691,8.414,7.230,37.101
4546.739,7.873,7.020,36.598
4547.785,7.445,6.784,35.504
4548.834,10.482,6.662,34.974
4549.881,7.599,6.290,34.434
4550.927,6.689,6.570,33.644
4551.977,8.275,6.608,34.718
4553.024,5.689,6.230,36.369
4554.074,3.882,5.947,36.363
4555.121,5.075,5.924,35.726
4556.172,3.602,5.551,35.407
4557.220,5.123,5.384,34.497
4558.268,4.961,5.060,35.410
4559.319,4.588,4.917,37.082
4560.368,5.371,5.017,37.083
4561.420,4.970,5.100,37.645
4562.469,3.553,5.008,37.710
4563.521,2.729,4.801,37.552
4564.571,4.254,4.981,36.448
4565.621,6.942,5.464,34.845
4566.674,8.046,5.902,33.690
4567.725,7.470,6.118,34.970
4568.778,7.975,6.305,36.806
4569.829,5.515,6.467,37.060
4570.883,5.264,6.580,36.535
4571.934,4.769,6.834,36.041
4572.989,7.331,6.986,35.744
4574.041,6.689,6.943,36.161
4575.093,6.374,7.241,36.964
4576.148,6.211,7.454,37.385
4577.201,5.072,7.354,38.080
4578.256,5.933,7.105,37.381
