Wavelength,Flux,BestFit,SkyFlux
3731.641,13.780,13.883,6.379
3732.502,12.269,13.899,6.821
3733.360,9.526,13.937,7.261
3734.221,17.854,13.876,7.574
3735.080,17.823,13.957,7.867
3735.942,11.318,13.950,7.653
3736.801,16.085,14.105,7.211
3737.661,19.543,14.036,7.587
3738.523,11.836,13.706,8.626
3739.383,14.618,13.623,9.180
3740.245,16.876,13.858,9.346
3741.105,14.463,13.912,10.010
3741.968,15.785,13.955,9.755
3742.829,16.554,13.889,9.423
3743.690,14.534,13.775,8.875
3744.553,14.038,13.807,7.951
3745.415,14.380,13.729,7.220
3746.278,14.274,13.710,6.778
3747.140,12.496,13.661,6.886
3748.004,8.033,13.709,7.101
3748.867,13.244,13.708,6.592
3749.729,14.845,13.493,5.958
3750.594,14.324,13.646,6.121
3751.456,14.988,13.689,7.074
3752.322,14.472,13.620,7.065
3753.185,10.739,13.638,6.299
3754.050,12.637,13.658,6.078
3754.914,13.084,13.548,6.589
3755.780,13.568,13.744,7.446
3756.644,14.483,13.853,7.417
3757.508,12.935,13.742,6.442
3758.374,10.453,13.612,5.797
3759.239,12.741,13.573,5.302
3760.106,13.260,13.540,5.442
3760.971,12.156,13.517,5.715
3761.838,13.305,13.662,5.515
3762.704,16.583,13.504,4.834
3763.569,14.881,13.374,4.602
3764.437,15.016,13.412,4.715
3765.303,13.492,13.379,4.781
3766.171,12.791,13.491,4.803
3767.038,13.790,13.590,4.737
3767.906,14.232,13.539,4.614
3768.773,13.972,13.429,4.279
3769.640,12.690,13.338,4.185
3770.510,10.348,13.271,4.324
3771.377,12.803,13.346,4.767
3772.247,17.076,13.687,5.388
3773.114,14.992,13.515,5.864
3773.984,11.191,13.270,5.950
3774.853,16.463,13.307,5.954
3775.721,15.151,13.408,5.766
3776.592,14.632,13.553,5.691
3777.461,16.120,13.423,5.623
3778.332,13.756,13.221,5.729
3779.201,16.133,13.118,5.767
3780.072,14.269,13.145,5.476
3780.942,14.039,13.247,5.402
3781.812,13.862,13.348,5.290
3782.684,13.453,13.352,5.160
3783.554,14.307,13.368,5.227
3784.426,13.203,13.394,5.170
3785.297,15.426,13.447,5.346
3786.170,12.290,13.539,5.903
3787.041,13.906,13.480,5.237
3787.912,17.816,13.266,4.933
3788.786,13.805,13.221,4.462
3789.657,14.162,13.322,4.255
3790.531,15.898,13.346,4.695
3791.403,15.976,13.202,5.467
3792.277,13.829,13.165,5.921
3793.150,12.667,13.230,6.122
3794.022,13.918,13.228,5.642
3794.897,11.459,13.292,5.545
3795.770,12.276,13.426,5.366
3796.646,13.084,13.427,5.070
3797.519,14.147,13.281,4.783
3798.395,14.216,13.101,4.504
3799.269,12.079,13.136,4.285
3800.143,13.339,13.217,4.166
3801.019,17.581,13.133,4.579
3801.893,13.368,12.961,4.957
3802.770,10.964,13.048,5.123
3803.645,14.495,13.261,4.959
3804.522,16.140,13.208,4.691
3805.397,13.929,13.147,4.951
3806.273,11.684,13.192,5.038
3807.150,13.831,13.155,4.677
3808.026,15.214,13.145,4.306
3808.904,13.278,13.003,4.260
3809.780,11.349,13.260,4.501
3810.659,12.131,13.384,4.590
3811.536,14.072,13.227,4.592
3812.412,11.546,13.299,4.733
3813.292,12.342,13.420,4.868
3814.169,15.895,13.300,5.368
3815.048,14.654,13.343,5.850
3815.926,14.129,13.204,5.798
3816.806,15.342,13.004,5.413
3817.684,13.589,13.202,5.379
3818.562,12.381,13.124,5.530
3819.443,13.454,13.230,5.527
3820.322,13.657,13.231,5.153
3821.202,11.678,13.258,4.661
3822.082,13.520,13.377,4.511
3822.963,12.966,13.397,4.741
3823.842,12.957,13.282,5.032
3824.724,13.957,13.022,4.745
3825.604,13.038,13.099,4.413
3826.484,13.717,13.197,4.201
3827.366,14.738,13.163,4.276
3828.247,12.446,13.240,4.836
3829.130,12.056,13.256,5.854
3830.011,13.182,13.101,7.249
3830.894,12.453,13.047,7.822
3831.775,16.496,13.153,8.075
3832.657,15.243,13.308,8.301
3833.540,14.435,13.366,7.974
3834.422,13.027,13.278,7.113
3835.307,11.383,13.223,6.894
3836.189,11.844,13.397,6.563
3837.073,11.090,13.430,5.849
3837.956,13.199,13.245,5.689
3838.839,14.094,13.203,5.587
3839.724,14.148,13.312,5.483
3840.608,13.717,13.151,5.328
3841.493,12.468,13.161,5.113
3842.377,13.126,13.254,5.791
3843.263,14.618,13.157,5.999
3844.147,14.209,13.023,5.659
3845.032,13.635,13.428,5.624
3845.918,13.660,13.179,5.956
3846.803,13.881,12.854,5.986
3847.690,15.882,12.947,5.624
3848.575,13.884,13.241,5.303
3849.463,13.011,13.249,5.020
3850.348,13.334,13.169,5.304
3851.234,13.070,13.018,5.330
3852.122,13.045,13.291,5.227
3853.008,15.862,13.466,5.027
3853.897,13.479,13.295,4.805
3854.783,14.102,13.213,4.462
3855.672,15.201,13.362,4.569
3856.559,14.167,13.501,4.623
3857.446,12.824,13.354,4.694
3858.336,11.612,13.299,4.466
3859.223,12.554,13.324,4.014
3860.113,13.864,13.188,3.657
3861.001,14.452,13.519,3.457
3861.892,14.539,13.426,3.989
3862.780,14.556,13.291,4.556
3863.669,13.617,13.346,4.739
3864.560,10.920,13.560,4.665
3865.449,12.974,13.718,4.524
3866.340,15.042,13.463,4.309
3867.230,13.986,13.103,4.264
3868.121,12.858,13.342,4.173
3869.011,13.349,13.638,4.176
3869.901,12.891,13.626,4.150
3870.794,12.802,13.655,3.740
3871.684,14.104,13.855,3.252
3872.577,15.135,13.854,3.127
3873.468,13.593,13.786,3.371
3874.361,11.566,13.732,3.545
3875.252,12.715,13.742,4.047
3876.144,11.606,13.773,4.428
3877.038,11.975,13.570,4.213
3877.930,13.763,13.591,3.869
3878.824,12.709,13.738,3.658
3879.716,12.998,13.889,3.612
3880.611,13.630,13.860,3.808
3881.504,12.461,13.636,3.847
3882.396,13.082,13.749,3.347
3883.292,15.035,13.869,3.191
3884.185,14.373,13.693,3.341
3885.081,13.480,13.489,3.495
3885.975,11.918,13.509,3.393
3886.871,13.923,13.587,3.204
3887.765,13.429,13.339,3.324
3888.659,11.553,13.449,4.364
3889.556,14.604,13.397,5.055
3890.451,15.002,13.492,5.087
3891.348,14.653,13.713,4.447
3892.243,14.138,13.512,3.863
3893.141,13.023,13.233,3.693
3894.036,12.701,13.673,3.674
3894.934,14.295,13.469,3.729
3895.830,14.266,13.335,3.972
3896.726,15.173,13.630,4.102
3897.625,15.455,13.594,4.240
3898.522,14.773,13.401,4.345
3899.421,13.456,13.298,4.306
3900.318,13.122,13.379,4.167
3901.217,16.179,13.507,4.254
3902.115,11.841,13.478,4.527
3903.012,12.421,13.317,4.365
3903.912,13.573,13.448,4.442
3904.810,12.568,13.423,4.793
3905.711,13.935,13.286,5.393
3906.609,14.865,13.139,6.063
3907.510,13.363,13.185,6.346
3908.409,13.450,13.429,6.626
3909.308,12.353,13.253,6.692
3910.210,12.620,13.267,6.625
3911.109,16.710,13.368,6.607
3912.011,11.267,13.316,6.665
3912.911,13.176,13.239,6.780
3913.813,13.832,13.346,6.955
3914.714,13.164,13.223,6.914
3915.614,14.177,13.178,6.322
3916.517,15.926,13.182,5.840
3917.418,15.027,13.176,5.329
3918.322,13.378,13.203,5.059
3919.223,13.778,13.218,4.888
3920.127,12.567,12.955,4.685
3921.029,10.912,13.144,4.468
3921.931,13.175,13.158,4.241
3922.835,13.497,13.167,4.064
3923.737,11.735,13.279,3.869
3924.642,13.664,13.213,3.911
3925.545,14.515,13.086,3.948
3926.450,13.483,12.986,3.812
3927.354,14.700,13.129,3.557
3928.257,13.590,13.185,3.454
3929.163,12.566,13.108,3.239
3930.067,12.541,13.158,3.120
3930.973,13.413,13.077,3.061
3931.877,13.503,13.081,2.991
3932.784,12.158,13.156,2.930
3933.689,12.910,13.176,2.877
3934.594,10.112,13.225,2.691
3935.501,12.279,13.389,2.595
3936.406,15.465,13.225,2.534
3937.314,15.179,13.004,2.628
3938.220,13.491,13.181,2.894
3939.128,13.097,13.278,3.254
3940.034,11.998,13.151,3.759
3940.941,12.876,13.189,4.363
3941.849,14.075,13.202,4.962
3942.756,14.020,13.358,5.298
3943.665,14.037,13.171,5.352
3944.573,15.681,13.085,5.007
3945.482,14.370,13.313,4.881
3946.390,12.786,13.368,4.907
3947.298,13.635,13.013,4.869
3948.208,14.629,13.041,4.813
3949.116,12.568,13.159,4.909
3950.027,12.301,13.227,4.740
3950.936,11.949,13.137,4.472
3951.847,13.589,12.920,4.544
3952.756,13.815,13.115,4.704
3953.665,12.362,13.067,4.529
3954.577,13.364,13.126,4.131
3955.487,15.607,13.262,4.061
3956.399,12.686,13.220,4.444
3957.309,12.800,13.020,4.418
3958.221,14.009,13.112,4.238
3959.132,13.146,12.906,3.981
3960.045,11.978,13.045,3.972
3960.956,12.728,13.153,4.059
3961.867,13.214,13.077,4.008
3962.781,13.216,13.174,3.763
3963.692,13.068,13.112,3.427
3964.606,12.775,13.142,2.985
3965.518,12.404,13.020,2.884
3966.433,12.945,13.039,2.733
3967.345,13.979,13.213,2.632
3968.258,14.234,13.116,2.521
3969.173,12.925,12.813,2.228
3970.086,11.907,12.748,1.970
3971.002,13.133,13.056,2.110
3971.915,13.060,13.150,2.556
3972.831,12.718,12.897,2.817
3973.745,12.907,12.864,3.098
3974.659,13.359,13.233,3.461
3975.576,14.004,13.067,3.925
3976.490,14.350,12.982,4.217
3977.407,12.480,12.968,4.375
3978.322,13.224,12.941,4.469
3979.240,13.633,13.039,4.455
3980.155,13.157,13.094,4.607
3981.071,13.180,13.113,4.462
3981.989,13.835,13.182,4.600
3982.905,12.479,13.207,4.615
3983.823,12.064,13.003,4.443
3984.740,13.368,12.738,4.332
3985.659,13.931,13.151,4.394
3986.576,13.578,13.083,4.361
3987.493,13.985,13.089,3.887
3988.412,13.071,13.044,4.067
3989.330,13.647,12.815,4.609
3990.250,11.381,12.771,4.832
3991.168,11.874,13.143,4.468
3992.088,14.718,13.010,4.203
3993.006,13.316,12.947,4.346
3993.925,13.789,13.091,4.495
3994.846,12.877,13.066,4.540
3995.765,15.463,12.791,4.350
3996.686,15.053,13.095,4.078
3997.606,11.841,12.861,4.022
3998.528,13.218,12.809,4.176
3999.447,12.372,12.952,4.488
4000.368,12.797,13.059,4.752
4001.290,12.398,13.106,4.869
4002.211,12.307,13.000,4.712
4003.133,12.617,12.808,4.375
4004.054,11.890,12.743,4.546
4004.978,12.560,12.764,4.399
4005.899,13.489,12.931,4.217
4006.821,12.726,13.186,4.257
4007.745,12.700,12.848,4.614
4008.666,14.019,12.742,5.035
4009.591,13.869,12.739,5.438
4010.513,12.211,12.913,5.951
4011.438,14.198,13.130,5.773
4012.361,15.925,13.101,5.571
4013.284,14.546,13.109,5.547
4014.209,12.403,12.855,5.628
4015.133,12.964,12.866,5.595
4016.059,12.490,12.900,5.294
4016.983,13.749,12.851,4.792
4017.909,14.753,12.924,4.844
4018.833,13.734,12.759,4.894
4019.758,13.610,12.757,5.057
4020.685,16.128,12.739,5.606
4021.610,11.764,12.733,5.454
4022.537,12.462,12.735,5.532
4023.462,14.079,12.661,5.425
4024.390,14.038,12.671,5.094
4025.316,13.344,12.744,4.875
4026.242,13.426,12.711,4.883
4027.171,13.246,12.756,4.984
4028.097,12.828,12.826,4.663
4029.026,12.287,12.626,4.918
4029.953,12.150,12.416,5.018
4030.882,12.501,12.522,4.744
4031.809,12.703,12.662,4.474
4032.739,12.346,12.733,4.377
4033.667,12.625,12.775,4.338
4034.595,12.919,12.765,4.178
4035.525,13.103,12.566,4.267
4036.453,13.343,12.552,4.515
4037.384,13.017,12.628,4.708
4038.313,11.049,12.554,4.896
4039.244,13.520,12.549,4.924
4040.173,15.127,12.819,4.951
4041.103,12.894,12.521,5.107
4042.035,11.030,12.551,5.204
4042.965,13.554,12.672,5.843
4043.897,11.495,12.676,6.263
4044.827,12.027,12.666,6.044
4045.760,12.479,12.776,6.451
4046.691,11.930,12.778,7.872
4047.622,12.690,12.883,9.580
4048.555,15.053,12.862,9.933
4049.486,12.199,12.764,8.351
4050.420,12.299,12.659,6.742
4051.352,12.115,12.536,5.907
4052.286,12.180,12.499,5.890
4053.218,12.945,12.299,5.114
4054.151,12.950,12.433,5.200
4055.086,13.811,12.626,5.290
4056.019,13.194,12.624,5.260
4056.954,13.604,12.564,5.021
4057.887,13.925,12.441,4.572
4058.823,13.568,12.355,4.372
4059.757,13.884,12.461,5.127
4060.691,13.837,12.494,5.309
4061.627,14.490,12.407,5.377
4062.561,12.130,12.437,5.298
4063.498,11.663,12.474,5.297
4064.433,13.903,12.652,5.527
4065.370,13.120,12.581,5.977
4066.305,11.866,12.359,6.595
4067.241,12.902,12.281,6.631
4068.179,12.895,12.431,5.737
4069.115,11.023,12.525,5.926
4070.053,10.005,12.499,5.949
4070.989,12.117,12.629,5.808
4071.928,13.209,12.576,5.360
4072.865,13.184,12.453,5.318
4073.802,12.444,12.698,5.188
4074.741,12.248,12.652,4.875
4075.679,13.013,12.454,5.215
4076.618,13.719,12.405,5.826
4077.556,13.505,12.372,6.158
4078.497,13.310,12.265,6.053
4079.435,12.898,12.209,5.666
4080.373,12.056,12.233,5.552
4081.314,11.796,12.422,5.859
4082.253,12.890,12.390,6.051
4083.194,12.630,12.362,5.716
4084.134,12.271,12.375,5.247
4085.076,12.333,12.221,5.013
4086.015,13.070,12.294,5.002
4086.955,12.807,12.246,5.460
4087.898,10.813,12.271,5.501
4088.838,12.934,12.278,5.265
4089.781,12.636,12.214,5.020
4090.722,14.172,12.206,4.724
4091.665,13.534,12.210,4.680
4092.606,10.989,11.982,4.802
4093.548,12.802,12.064,4.823
4094.492,13.162,12.192,4.742
4095.434,11.821,12.141,4.624
4096.378,12.857,12.090,4.534
4097.321,13.057,12.022,4.446
4098.265,12.077,12.124,4.480
4099.208,13.373,12.168,4.478
4100.151,11.570,12.106,4.452
4101.097,12.384,12.071,4.372
4102.040,11.373,12.154,4.185
4102.986,10.269,12.173,3.886
4103.930,10.519,12.136,3.874
4104.876,10.442,12.086,3.735
4105.821,12.290,12.063,3.938
4106.768,12.118,12.188,3.918
4107.712,11.618,12.336,4.248
4108.657,11.676,11.858,4.457
4109.605,11.593,12.047,4.419
4110.550,11.071,12.027,4.463
4111.498,12.090,11.917,4.475
4112.444,11.910,12.067,4.130
4113.392,12.079,12.226,4.110
4114.338,12.478,11.954,4.210
4115.285,12.298,12.042,4.446
4116.234,12.043,11.988,4.636
4117.181,13.159,11.874,4.658
4118.130,11.742,11.907,4.482
4119.078,10.509,12.000,4.068
4120.027,11.815,12.028,3.778
4120.975,13.063,12.028,4.257
4121.923,10.906,12.110,4.445
4122.874,12.025,12.194,4.375
4123.822,13.688,12.098,4.708
4124.773,12.512,11.844,4.932
4125.722,11.919,11.911,4.975
4126.673,12.711,11.923,4.849
4127.623,11.703,11.814,4.852
4128.572,12.401,11.648,4.930
4129.524,10.228,11.623,4.792
4130.474,11.732,11.814,4.942
4131.427,12.311,11.780,4.611
4132.377,10.509,11.791,4.690
4133.330,12.021,11.729,4.761
4134.281,11.709,11.675,4.679
4135.232,12.309,11.745,4.743
4136.186,11.904,11.870,5.006
4137.137,12.015,11.827,5.199
4138.091,12.485,11.853,5.213
4139.043,11.300,12.012,5.095
4139.998,12.738,11.926,4.907
4140.950,11.828,11.848,5.075
4141.903,12.554,12.238,4.758
4142.858,12.032,12.032,4.557
4143.811,10.739,11.697,4.072
4144.766,13.444,11.574,4.090
4145.720,12.758,11.740,4.365
4146.676,12.822,11.848,4.537
4147.630,12.333,11.628,4.644
4148.584,11.760,11.773,4.369
4149.541,12.440,11.845,4.373
4150.495,13.485,11.925,4.193
4151.452,11.287,11.992,4.360
4152.407,11.007,11.889,4.411
4153.365,11.753,11.682,4.353
4154.320,11.563,11.919,4.543
4155.276,11.793,11.909,4.714
4156.234,13.493,11.819,5.161
4157.190,9.416,11.810,5.630
4158.149,12.217,11.836,5.377
4159.106,12.153,11.851,5.348
4160.065,11.783,12.000,5.212
4161.022,13.329,11.654,5.251
4161.979,11.709,11.694,5.342
4162.939,10.845,11.898,5.441
4163.896,10.406,11.848,5.666
4164.857,11.063,11.753,5.908
4165.815,12.152,12.045,6.226
4166.775,12.535,12.092,6.321
4167.734,12.322,11.870,6.105
4168.693,13.205,11.616,5.948
4169.654,10.853,11.653,6.414
4170.613,10.273,11.972,6.028
4171.575,11.282,11.812,5.832
4172.535,11.551,11.772,5.910
4173.497,11.203,11.749,5.824
4174.457,11.998,11.829,5.459
4175.417,12.329,11.946,5.248
4176.380,12.714,11.886,5.219
4177.341,12.197,11.865,5.238
4178.304,11.705,11.667,5.244
4179.265,13.115,11.552,5.157
4180.229,11.872,11.742,5.318
4181.191,10.923,12.017,5.076
4182.155,13.473,11.963,4.813
4183.117,12.515,11.806,4.661
4184.079,9.684,11.888,4.577
4185.044,14.154,11.949,4.582
4186.007,11.773,11.883,4.719
4186.972,12.088,11.828,4.811
4187.935,12.439,11.863,4.620
4188.901,12.980,11.659,4.260
4189.865,13.698,11.541,4.225
4190.829,12.516,11.715,4.545
4191.795,12.235,11.767,4.591
4192.759,12.517,11.668,4.711
4193.726,11.783,11.768,4.647
4194.691,11.794,11.673,4.629
4195.658,12.415,11.743,4.578
4196.624,11.534,11.867,4.385
4197.589,12.969,11.901,4.196
4198.557,11.231,11.854,4.009
4199.523,11.717,11.816,3.847
4200.491,12.327,11.759,4.054
4201.457,11.861,11.814,3.983
4202.426,13.414,11.785,4.061
4203.393,12.380,11.687,3.982
4204.360,12.600,11.713,3.996
4205.330,11.752,11.889,4.067
4206.297,11.686,11.788,4.140
4207.267,12.873,11.837,4.364
4208.235,12.254,11.931,4.703
4209.205,11.805,11.747,4.834
4210.174,12.039,11.515,4.726
4211.142,11.177,11.693,4.340
4212.113,10.427,11.702,4.287
4213.082,11.140,11.709,4.183
4214.054,12.082,11.579,4.123
4215.023,11.018,11.446,4.256
4215.995,11.138,11.517,4.161
4216.965,11.247,11.644,4.274
4217.935,11.570,11.256,4.294
4218.908,12.312,11.348,4.178
4219.878,12.562,11.468,4.175
4220.851,12.829,11.509,4.152
4221.822,12.841,11.418,4.150
4222.796,10.796,11.196,4.079
4223.767,10.673,11.483,4.156
4224.739,12.785,11.684,4.025
4225.713,11.420,11.536,3.911
4226.685,9.064,11.445,3.732
4227.660,11.881,11.500,3.426
4228.633,12.380,11.413,3.326
4229.608,11.175,11.437,3.588
4230.581,10.979,11.071,3.848
4231.554,10.522,11.040,4.109
4232.530,10.155,11.082,4.297
4233.504,9.930,10.984,4.110
4234.480,10.492,11.037,4.228
4235.454,11.077,11.069,3.990
4236.431,11.525,10.869,4.065
4237.405,12.254,10.956,3.966
4238.380,11.106,11.092,3.907
4239.357,12.003,11.023,3.971
4240.333,11.484,10.933,3.913
4241.310,10.213,10.980,3.782
4242.286,10.603,10.842,3.880
4243.264,11.841,10.860,3.940
4244.241,9.716,10.944,4.039
4245.217,9.552,11.002,3.902
4246.196,10.377,11.055,4.447
4247.173,11.281,10.851,4.808
4248.152,11.384,11.057,5.250
4249.129,10.209,11.094,5.110
4250.109,10.981,11.065,4.503
4251.087,10.910,11.098,4.293
4252.065,10.871,11.020,4.254
4253.045,11.171,11.002,4.462
4254.024,11.419,11.015,4.658
4255.005,11.232,11.050,4.428
4255.984,10.293,11.036,4.441
4256.965,10.665,10.999,4.280
4257.944,11.286,11.008,4.552
4258.926,10.855,10.925,4.528
4259.906,10.572,10.945,4.574
4260.886,12.101,11.040,4.108
4261.869,10.908,10.941,3.860
4262.849,10.523,10.824,3.958
4263.832,11.631,11.067,4.265
4264.813,11.899,11.088,4.503
4265.796,11.588,10.948,4.600
4266.778,13.024,10.998,4.667
4267.759,11.388,11.180,4.691
4268.743,10.733,11.249,4.435
4269.725,10.574,11.086,4.548
4270.710,11.232,10.900,4.526
4271.692,11.673,10.922,4.165
4272.677,10.235,11.084,3.979
4273.660,11.724,11.023,4.026
4274.644,11.222,10.790,3.983
4275.629,10.209,10.828,4.084
4276.613,10.701,11.061,4.345
4277.599,11.840,11.189,4.635
4278.583,11.510,11.125,4.761
4279.570,12.096,11.021,4.646
4280.554,10.828,11.005,4.274
4281.539,10.630,10.991,4.221
4282.526,10.437,10.779,4.246
4283.511,10.265,10.993,4.255
4284.499,12.247,10.877,4.278
4285.485,10.691,10.847,4.290
4286.473,11.129,11.078,4.266
4287.459,12.298,11.067,4.108
4288.446,11.993,11.088,4.039
4289.434,10.317,10.975,3.956
4290.421,9.604,10.701,3.764
4291.411,10.975,10.647,3.847
4292.398,11.403,10.800,3.840
4293.388,10.643,10.800,4.204
4294.375,9.651,10.921,4.400
4295.363,9.428,10.961,4.405
4296.354,10.396,10.936,4.297
4297.342,11.562,10.835,4.312
4298.333,10.500,10.762,4.123
4299.322,10.255,10.874,3.942
4300.313,10.938,11.023,3.840
4301.303,10.923,11.079,3.768
4302.292,10.323,10.840,3.642
4303.284,11.673,10.835,3.402
4304.274,11.456,11.086,3.308
4305.267,10.858,11.014,3.403
4306.257,11.464,10.950,3.645
4307.250,12.348,11.148,3.596
4308.241,11.522,11.135,3.880
4309.232,11.709,11.129,3.865
4310.226,11.579,11.176,4.005
4311.217,10.786,11.046,4.032
4312.212,10.655,11.218,3.966
4313.204,11.299,11.078,4.073
4314.198,10.996,10.814,4.584
4315.191,10.478,11.012,5.041
4316.183,10.960,11.370,5.193
4317.179,11.434,11.119,5.297
4318.172,11.397,11.113,5.392
4319.168,10.973,11.356,5.463
4320.161,10.633,11.312,5.445
4321.157,11.280,11.251,5.344
4322.152,11.373,11.255,5.332
4323.146,10.793,11.022,4.842
4324.143,11.121,10.997,4.327
4325.137,12.083,11.353,3.845
4326.135,11.337,11.177,3.928
4327.130,10.765,11.067,4.175
4328.128,10.858,11.329,4.346
4329.124,12.075,11.343,4.399
4330.119,12.100,11.253,4.387
4331.118,11.405,11.324,4.497
4332.114,13.075,11.312,4.420
4333.113,11.393,11.383,4.490
4334.110,11.412,11.446,4.597
4335.110,10.665,11.293,4.398
4336.107,10.921,11.613,4.634
4337.107,12.342,11.429,4.410
4338.105,10.811,11.163,4.274
4339.103,10.155,11.138,4.057
4340.103,11.345,11.288,3.965
4341.102,11.417,11.393,3.939
