Wavelength,Flux,BestFit,SkyFlux
3911.109,9.806,8.699,43.814
3912.011,11.763,8.888,44.508
3912.911,6.484,8.442,45.162
3913.813,7.540,7.798,46.035
3914.714,8.802,8.164,46.166
3915.614,5.460,8.945,45.110
3916.517,9.918,8.470,42.646
3917.418,8.579,7.859,41.272
3918.322,4.300,7.773,40.188
3919.223,11.110,8.004,39.080
3920.127,5.891,8.045,37.296
3921.029,4.757,7.859,35.085
3921.931,6.986,7.993,33.110
3922.835,3.804,7.903,32.821
3923.737,5.549,7.981,34.292
3924.642,8.826,8.451,35.315
3925.545,7.531,9.156,34.725
3926.450,5.310,9.720,32.880
3927.354,6.389,8.743,30.447
3928.257,7.835,8.051,27.254
3929.163,7.160,8.539,23.734
3930.067,8.966,9.250,20.463
3930.973,8.639,9.118,18.104
3931.877,8.519,8.882,16.215
3932.784,6.979,8.600,14.582
3933.689,7.965,8.700,13.095
3934.594,7.684,8.648,12.082
3935.501,6.080,8.527,12.243
3936.406,7.826,8.550,13.910
3937.314,9.486,8.255,16.376
3938.220,6.177,9.308,19.326
3939.128,5.689,8.825,22.360
3940.034,15.243,9.053,25.346
3940.941,5.997,9.881,28.011
3941.849,7.680,9.430,30.422
3942.756,7.207,8.996,31.820
3943.665,5.876,9.106,30.806
3944.573,11.646,9.310,29.061
3945.482,11.363,9.217,29.245
3946.390,9.278,8.969,32.764
3947.298,6.761,8.813,36.529
3948.208,9.493,8.741,37.461
3949.116,9.032,9.665,36.944
3950.027,10.616,8.537,37.693
3950.936,8.617,8.134,40.339
3951.847,4.485,8.835,42.331
3952.756,5.328,8.679,42.009
3953.665,7.794,8.329,40.271
3954.577,6.591,8.711,39.857
3955.487,10.868,8.027,40.932
3956.399,5.720,8.059,40.299
3957.309,9.756,8.673,38.200
3958.221,10.993,8.321,36.801
3959.132,8.070,7.932,37.457
3960.045,8.840,8.749,38.329
3960.956,8.618,8.702,36.846
3961.867,4.819,8.400,32.002
3962.781,6.797,8.566,26.328
3963.692,13.198,8.878,23.996
3964.606,5.588,8.702,24.019
3965.518,9.243,8.573,23.500
3966.433,6.679,7.503,20.505
3967.345,5.684,7.594,16.587
3968.258,3.772,8.508,13.152
3969.173,3.637,8.642,11.821
3970.086,9.129,9.114,12.089
3971.002,12.572,9.292,13.309
3971.915,7.816,9.481,16.052
3972.831,6.994,9.073,20.141
3973.745,9.209,8.317,24.339
3974.659,3.817,8.309,27.527
3975.576,9.051,9.152,29.539
3976.490,8.664,8.233,31.131
3977.407,5.713,8.243,33.032
3978.322,9.171,8.106,35.570
3979.240,10.517,7.421,37.997
3980.155,4.475,7.596,39.904
3981.071,5.355,9.135,41.105
3981.989,11.042,8.810,41.988
3982.905,5.587,8.600,41.886
3983.823,6.334,8.563,39.969
3984.740,4.939,8.541,39.841
3985.659,1.863,8.757,40.374
3986.576,1.938,8.911,40.867
3987.493,6.147,8.247,41.693
3988.412,10.329,8.049,43.021
3989.330,9.862,8.366,44.186
3990.250,6.075,8.892,44.158
3991.168,5.362,9.098,43.655
3992.088,6.857,8.246,45.066
3993.006,4.332,7.640,45.920
3993.925,9.194,8.290,45.374
3994.846,6.283,8.262,44.506
3995.765,7.809,8.022,43.074
3996.686,11.780,8.799,42.253
3997.606,9.112,8.620,42.079
3998.528,5.530,8.254,42.261
3999.447,7.902,7.975,43.126
4000.368,7.782,7.569,45.452
4001.290,10.263,7.497,47.248
4002.211,7.531,7.914,47.428
4003.133,7.213,7.680,47.674
4004.054,9.642,8.076,47.935
4004.978,6.835,7.801,46.343
4005.899,6.287,7.939,41.972
4006.821,9.750,8.478,38.450
4007.745,8.018,8.217,40.857
4008.666,4.959,7.364,45.257
4009.591,4.928,8.047,47.524
4010.513,4.480,8.078,47.115
4011.438,6.484,8.856,47.151
4012.361,3.838,9.439,47.666
4013.284,4.643,8.431,47.466
4014.209,7.192,8.476,47.212
4015.133,7.920,7.748,47.641
4016.059,8.619,9.088,48.255
4016.983,9.382,9.010,48.291
4017.909,5.845,7.736,48.437
4018.833,2.822,7.817,49.220
4019.758,4.126,7.494,47.402
4020.685,6.052,8.273,49.075
4021.610,5.329,8.308,49.018
4022.537,9.323,8.057,48.556
4023.462,8.237,8.416,48.124
4024.390,4.841,8.674,48.381
4025.316,8.036,7.097,47.595
4026.242,11.539,7.485,46.798
4027.171,7.832,7.560,48.311
4028.097,7.046,7.994,49.022
4029.026,5.639,8.501,49.005
4029.953,8.300,8.228,48.106
4030.882,6.639,8.275,45.482
4031.809,4.662,7.443,42.491
4032.739,9.460,7.862,40.532
4033.667,9.442,8.600,39.513
4034.595,4.557,8.808,39.333
4035.525,8.585,8.576,41.504
4036.453,7.005,8.005,43.441
4037.384,8.894,7.742,46.157
4038.313,4.963,7.969,49.829
4039.244,11.929,8.081,50.625
4040.173,8.788,8.172,49.596
4041.103,7.771,8.406,48.105
4042.035,8.550,7.981,46.784
4042.965,8.842,7.812,46.686
4043.897,8.258,8.131,48.502
4044.827,4.867,8.646,45.277
4045.760,5.254,9.065,40.934
4046.691,7.571,9.072,43.213
4047.622,7.238,8.297,50.433
4048.555,11.828,7.330,54.909
4049.486,5.880,7.611,54.357
4050.420,5.817,8.242,51.474
4051.352,8.067,8.512,49.225
4052.286,9.506,8.533,47.281
4053.218,9.578,8.512,45.609
4054.151,6.994,8.779,44.337
4055.086,8.488,9.111,44.251
4056.019,7.082,8.751,44.099
4056.954,8.190,8.008,43.468
4057.887,7.297,7.854,42.912
4058.823,6.557,8.295,41.918
4059.757,8.234,8.122,41.784
4060.691,7.562,8.851,44.561
4061.627,6.820,9.074,47.476
4062.561,6.917,8.633,45.791
4063.498,3.848,8.588,40.484
4064.433,3.462,8.590,37.017
4065.370,9.951,8.330,38.352
4066.305,5.899,8.103,40.983
4067.241,7.750,8.038,41.726
4068.179,10.046,8.253,42.210
4069.115,9.119,8.638,44.016
4070.053,9.799,8.428,46.074
4070.989,9.656,7.060,45.213
4071.928,7.333,7.921,42.241
4072.865,6.848,8.465,40.140
4073.802,8.202,7.883,41.600
4074.741,10.326,7.772,44.182
4075.679,10.068,7.994,44.969
4076.618,6.404,7.607,44.251
4077.556,9.769,8.047,41.276
4078.497,7.612,7.760,39.904
4079.435,6.446,7.471,40.437
4080.373,7.623,8.126,42.412
4081.314,8.550,7.029,44.936
4082.253,9.190,7.433,46.997
4083.194,8.398,7.529,47.227
4084.134,8.566,7.138,45.991
4085.076,6.615,7.140,44.303
4086.015,8.113,7.641,42.439
4086.955,7.609,7.348,44.410
4087.898,7.700,7.304,47.518
4088.838,10.152,7.649,48.166
4089.781,5.698,7.513,48.216
4090.722,5.593,7.060,48.148
4091.665,11.772,6.991,47.156
4092.606,8.572,7.176,45.812
4093.548,9.690,8.220,44.848
4094.492,5.411,7.428,44.950
4095.434,10.865,6.993,44.646
4096.378,8.670,8.080,43.214
4097.321,8.925,8.769,41.497
4098.265,11.594,7.051,41.224
4099.208,11.339,7.126,40.820
4100.151,11.841,6.805,39.386
4101.097,12.344,6.686,36.886
4102.040,8.877,7.149,33.071
4102.986,8.960,7.372,31.044
4103.930,8.923,6.958,32.964
4104.876,5.074,7.092,36.690
4105.821,3.666,7.599,39.946
4106.768,11.345,7.171,42.245
4107.712,9.448,6.758,43.440
4108.657,6.231,7.372,43.354
4109.605,4.546,6.873,42.732
4110.550,3.994,7.060,42.819
4111.498,5.911,7.852,43.329
4112.444,6.563,7.776,43.571
4113.392,10.742,7.000,43.989
4114.338,4.283,6.907,45.077
4115.285,10.183,7.593,46.234
4116.234,7.670,7.305,46.777
4117.181,6.447,7.753,46.886
4118.130,6.411,8.090,46.808
4119.078,8.852,7.897,44.955
4120.027,10.771,7.833,43.282
4120.975,8.118,8.095,43.477
4121.923,6.539,7.926,44.595
4122.874,8.127,8.255,43.799
4123.822,7.905,8.672,43.341
4124.773,10.972,8.651,45.193
4125.722,6.615,8.294,45.804
4126.673,9.585,8.133,44.384
4127.623,11.989,7.936,43.087
4128.572,8.952,7.823,42.880
4129.524,7.989,7.840,42.791
4130.474,10.058,7.687,43.075
4131.427,10.216,7.497,42.812
4132.377,10.652,8.066,40.731
4133.330,5.992,7.497,38.525
4134.281,11.802,8.204,38.649
4135.232,10.314,8.442,40.155
4136.186,9.228,7.883,41.846
4137.137,10.976,7.943,43.012
4138.091,7.883,8.338,44.099
4139.043,7.419,7.999,45.561
4139.998,7.247,8.465,46.611
4140.950,4.992,8.732,46.370
4141.903,9.916,8.559,45.651
4142.858,13.140,8.509,42.363
4143.811,7.227,8.097,38.553
4144.766,7.148,7.714,37.185
4145.720,3.153,7.961,38.758
4146.676,5.359,8.181,41.858
4147.630,6.030,8.177,43.313
4148.584,7.195,8.359,42.847
4149.541,8.520,8.849,41.932
4150.495,7.292,9.418,41.742
4151.452,7.151,8.507,41.964
4152.407,9.936,8.457,42.997
4153.365,7.801,8.799,41.819
4154.320,6.585,8.095,42.070
4155.276,8.031,8.775,43.056
4156.234,7.768,8.789,43.236
4157.190,8.108,7.482,41.682
4158.149,8.094,7.499,41.894
4159.106,9.454,8.019,42.075
4160.065,8.353,7.454,43.143
4161.022,4.232,8.683,44.762
4161.979,3.722,8.960,45.510
4162.939,6.615,8.545,46.067
4163.896,12.537,8.818,46.661
4164.857,3.277,8.579,46.483
4165.815,6.219,7.271,46.442
4166.775,8.427,8.478,45.049
4167.734,4.454,8.524,42.613
4168.693,7.724,8.678,41.833
4169.654,8.182,8.264,43.540
4170.613,7.911,7.615,44.715
4171.575,9.604,7.820,43.492
4172.535,4.629,8.202,40.625
4173.497,9.215,7.972,38.040
4174.457,9.357,7.832,37.470
4175.417,7.672,7.865,38.935
4176.380,7.297,7.912,39.794
4177.341,4.936,7.840,40.137
4178.304,6.586,7.633,39.786
4179.265,6.468,7.838,39.503
4180.229,6.578,8.191,40.660
4181.191,6.985,8.712,41.373
4182.155,6.348,8.637,40.291
4183.117,8.095,7.750,39.392
4184.079,4.491,7.924,39.450
4185.044,5.139,8.444,40.526
4186.007,9.023,8.344,40.712
4186.972,5.243,8.206,39.571
4187.935,4.107,8.270,37.657
4188.901,7.981,8.345,36.808
4189.865,9.871,8.596,37.732
4190.829,7.318,8.428,39.909
4191.795,5.913,8.667,41.213
4192.759,6.977,8.409,40.919
4193.726,7.702,8.261,41.984
4194.691,12.271,8.966,41.125
4195.658,5.415,8.725,39.843
4196.624,12.389,8.985,38.611
4197.589,7.686,9.144,38.442
4198.557,9.541,8.503,36.597
4199.523,4.778,7.895,35.642
4200.491,4.465,8.247,35.787
4201.457,6.843,8.476,36.654
4202.426,6.839,8.572,36.557
4203.393,7.712,8.839,36.954
4204.360,6.308,9.325,37.949
4205.330,12.048,9.058,39.489
4206.297,8.731,8.066,40.629
4207.267,8.685,8.826,41.986
4208.235,8.537,9.061,43.379
4209.205,8.716,8.648,42.777
4210.174,8.172,8.216,41.881
4211.142,6.257,8.430,41.145
4212.113,6.270,8.940,40.857
4213.082,8.239,8.357,41.565
4214.054,8.093,8.841,41.852
4215.023,6.462,8.132,40.610
4215.995,7.795,8.225,38.906
4216.965,5.242,8.877,38.588
4217.935,5.666,8.602,39.019
4218.908,6.898,9.129,39.634
4219.878,8.112,9.037,40.818
4220.851,5.717,9.158,42.567
4221.822,7.150,9.149,43.549
4222.796,8.281,9.048,42.382
4223.767,6.152,9.245,40.111
4224.739,6.909,9.280,37.836
4225.713,9.330,8.595,34.997
4226.685,8.467,8.651,30.436
4227.660,7.611,8.866,27.080
4228.633,6.559,8.927,29.235
4229.608,7.640,9.068,35.482
4230.581,6.455,8.924,40.027
4231.554,8.586,8.529,41.854
4232.530,6.951,8.330,41.873
4233.504,6.893,8.790,40.645
4234.480,8.351,8.950,39.236
4235.454,5.311,8.334,38.219
4236.431,5.321,8.875,37.168
4237.405,6.417,8.609,36.033
4238.380,5.425,8.512,35.810
4239.357,8.046,8.935,37.007
4240.333,5.691,9.029,37.504
4241.310,5.411,8.276,38.501
4242.286,4.316,8.150,39.315
4243.264,6.342,9.447,38.978
4244.241,8.133,8.868,39.518
4245.217,7.730,8.201,40.991
4246.196,8.416,8.523,41.353
4247.173,9.608,9.027,41.510
4248.152,8.808,9.342,40.274
4249.129,7.900,8.985,37.297
4250.109,7.077,8.801,35.041
4251.087,7.999,8.446,34.458
4252.065,8.082,8.105,36.724
4253.045,9.982,8.370,38.858
4254.024,9.419,8.817,39.547
4255.005,9.325,8.443,38.003
4255.984,9.449,8.719,36.267
4256.965,7.731,8.838,37.550
4257.944,6.625,8.597,40.281
4258.926,6.677,8.495,40.038
4259.906,7.971,8.304,36.129
4260.886,9.967,9.137,31.975
4261.869,7.109,9.585,30.883
4262.849,7.705,9.272,33.702
4263.832,9.510,8.979,37.964
4264.813,7.614,9.045,40.188
4265.796,5.714,8.507,40.630
4266.778,6.294,9.276,40.658
4267.759,5.446,8.198,40.341
4268.743,5.205,8.322,39.183
4269.725,10.858,9.394,37.268
4270.710,10.166,8.777,35.781
4271.692,3.209,8.175,32.491
4272.677,7.465,8.013,30.253
4273.660,5.363,8.385,31.162
4274.644,6.627,8.594,32.830
4275.629,7.176,8.594,34.575
4276.613,9.056,8.745,35.777
4277.599,9.911,8.800,37.035
4278.583,10.468,8.813,38.359
4279.570,10.525,9.262,39.004
4280.554,6.542,8.888,37.902
4281.539,3.884,8.444,36.170
4282.526,6.545,9.170,35.813
4283.511,8.116,9.281,36.443
4284.499,8.798,8.775,37.575
4285.485,6.794,9.196,37.219
4286.473,4.436,8.914,35.038
4287.459,8.164,8.374,33.764
4288.446,7.658,8.858,34.222
4289.434,6.813,8.495,33.539
4290.421,6.947,7.892,31.553
4291.411,5.029,8.517,30.707
4292.398,6.029,8.840,32.497
4293.388,4.345,8.599,35.561
4294.375,6.326,8.705,36.010
4295.363,5.189,8.821,34.776
4296.354,7.602,9.404,34.419
4297.342,7.049,9.100,33.586
4298.333,8.810,9.021,31.263
4299.322,6.207,9.604,28.042
4300.313,5.554,9.825,25.404
4301.303,8.089,8.961,24.529
4302.292,7.965,8.764,25.252
4303.284,6.643,8.990,26.155
4304.274,8.626,8.770,26.468
4305.267,8.454,8.735,26.341
4306.257,6.846,9.302,26.680
4307.250,5.685,8.753,26.273
4308.241,8.649,9.442,24.734
4309.232,6.806,9.335,23.928
4310.226,7.038,8.819,24.064
4311.217,8.814,8.851,24.648
4312.212,8.109,9.385,26.561
4313.204,8.038,9.449,28.910
4314.198,9.389,9.487,31.162
4315.191,6.641,9.037,34.302
4316.183,3.944,8.319,38.385
4317.179,8.441,8.118,41.186
4318.172,4.963,8.688,45.655
4319.168,7.370,8.863,46.019
4320.161,7.282,8.431,44.957
4321.157,9.017,8.770,41.503
4322.152,10.612,8.971,40.008
4323.146,9.153,8.766,37.168
4324.143,7.689,9.075,33.843
4325.137,6.418,10.092,30.437
4326.135,6.604,9.506,28.144
4327.130,8.833,9.174,29.151
4328.128,9.485,8.701,33.110
4329.124,12.124,8.545,37.025
4330.119,6.862,9.049,39.405
4331.118,5.350,8.292,39.149
4332.114,6.009,8.920,38.706
4333.113,9.401,9.525,38.538
4334.110,6.054,9.043,39.218
4335.110,8.092,8.325,39.912
4336.107,7.414,8.437,39.219
4337.107,7.270,8.451,37.587
4338.105,10.137,8.551,35.474
4339.103,8.169,8.777,32.255
4340.103,7.317,9.055,29.103
4341.102,6.204,9.064,27.050
4342.103,7.572,8.765,27.363
4343.101,8.014,8.905,30.435
4344.103,6.140,9.347,33.252
4345.102,6.656,9.242,35.348
4346.102,7.424,8.764,37.100
4347.104,8.585,8.564,38.173
4348.104,8.819,8.623,39.106
4349.107,9.603,8.104,39.667
4350.107,9.046,9.023,39.379
4351.110,6.990,9.095,38.149
4352.111,8.065,9.071,34.481
4353.113,7.673,9.306,32.151
4354.116,7.092,9.205,33.546
4355.118,8.834,9.073,35.775
4356.122,8.932,9.209,37.184
4357.125,5.344,9.009,42.034
4358.129,8.593,9.485,53.458
4359.132,8.077,9.752,63.479
4360.135,7.666,8.726,63.055
4361.140,7.682,8.577,54.355
4362.143,8.180,8.807,46.561
4363.149,6.960,9.153,43.528
4364.153,3.341,9.168,41.961
4365.159,6.899,8.784,41.785
4366.164,6.535,8.638,42.083
4367.168,7.878,9.408,40.988
4368.175,5.223,9.249,39.299
4369.180,8.908,9.267,38.055
4370.187,7.153,9.191,37.500
4371.193,7.260,9.131,37.649
4372.201,8.883,9.376,37.763
4373.207,7.958,9.128,37.732
4374.213,9.193,8.699,36.837
4375.221,9.834,8.234,35.398
4376.228,6.964,8.156,34.199
4377.237,9.794,8.785,34.801
4378.244,9.637,9.681,36.678
4379.254,10.976,9.677,37.860
4380.261,7.896,9.747,38.364
4381.269,9.423,9.368,37.851
4382.279,6.378,8.928,36.479
4383.287,6.909,8.823,33.093
4384.298,6.209,8.964,28.051
4385.307,8.280,8.917,26.045
4386.318,7.393,8.379,29.524
4387.327,6.446,8.577,33.390
4388.336,8.920,8.613,34.762
4389.348,7.249,8.735,34.783
4390.358,8.097,9.390,34.611
4391.370,8.339,8.941,35.061
4392.381,5.939,9.216,35.968
4393.393,6.539,9.036,36.258
4394.404,7.821,9.113,36.114
4395.415,6.499,9.059,35.056
4396.429,10.146,8.471,34.653
4397.440,8.769,9.278,36.583
4398.454,7.928,9.484,38.116
4399.466,10.106,9.534,37.805
4400.480,9.328,9.535,36.104
4401.493,7.074,9.327,34.857
4402.505,8.485,8.798,35.594
4403.520,9.738,8.270,36.884
4404.534,8.784,9.205,36.317
4405.549,7.066,9.974,33.805
4406.563,6.075,9.970,32.719
4407.579,13.070,9.523,34.648
4408.593,6.849,9.181,35.981
4409.607,7.739,9.111,36.349
4410.624,10.593,9.026,37.110
4411.638,7.994,9.161,39.116
4412.656,7.361,9.136,41.156
4413.671,7.822,9.119,41.641
4414.689,7.015,9.438,39.544
4415.704,8.901,9.554,35.986
4416.723,7.202,9.616,34.664
4417.739,8.126,9.132,35.726
4418.755,10.168,9.019,37.920
4419.774,5.165,9.271,40.155
4420.791,7.000,9.468,41.162
4421.810,6.379,10.199,41.198
4422.827,7.368,9.774,38.944
4423.847,6.350,9.567,37.621
4424.865,8.961,9.299,37.336
4425.883,10.185,9.105,37.177
4426.903,9.241,9.614,37.547
4427.922,9.252,10.191,38.383
4428.943,6.927,9.210,38.608
4429.962,8.463,8.917,38.388
4430.983,5.393,9.322,38.052
4432.003,6.186,9.601,37.341
4433.022,8.447,9.503,37.252
4434.044,6.516,9.516,37.233
4435.064,4.914,9.258,35.847
4436.087,6.762,9.214,34.098
4437.108,7.363,9.251,34.374
4438.131,5.584,9.215,37.380
4439.152,6.369,9.112,40.083
4440.173,6.543,9.040,39.987
4441.197,5.181,9.687,39.150
4442.219,7.015,9.889,37.928
4443.243,6.885,9.395,35.580
4444.265,7.828,9.592,34.805
4445.290,9.002,10.862,36.349
4446.313,12.314,10.548,38.366
4447.336,12.012,10.957,39.041
4448.361,7.683,10.712,38.651
4449.384,11.712,10.318,38.262
4450.410,6.658,10.563,38.563
4451.434,5.135,11.315,38.640
4452.461,9.102,11.640,38.132
4453.485,11.307,11.331,37.531
4454.510,12.860,12.074,36.153
4455.537,14.828,13.004,33.686
4456.562,17.600,13.250,32.072
4457.589,20.729,13.121,33.085
4458.615,21.010,13.376,33.816
4459.643,21.285,13.218,34.115
4460.669,20.070,12.892,33.969
4461.695,19.053,12.201,33.353
4462.724,18.818,11.101,33.164
4463.751,16.176,10.178,34.421
4464.780,10.695,10.269,35.822
4465.807,8.427,10.410,36.454
4466.837,7.416,10.421,36.826
4467.864,7.681,10.175,37.106
4468.892,9.059,9.651,36.360
4469.923,7.164,9.311,34.892
4470.951,7.211,9.791,35.050
4471.982,8.045,9.376,36.312
4473.011,6.380,9.540,37.614
4474.042,7.187,9.791,38.278
4475.072,8.226,9.954,38.968
4476.101,6.684,10.254,38.219
4477.133,10.982,10.065,38.234
4478.163,8.992,10.192,39.069
4479.196,7.178,10.480,39.445
4480.226,7.322,10.493,38.138
4481.259,5.304,9.997,35.399
4482.290,4.305,9.514,33.636
4483.322,7.793,10.110,33.695
4484.355,9.910,10.185,35.229
4485.387,6.543,9.794,37.446
4486.421,6.848,9.834,38.851
4487.453,6.787,10.264,39.278
4488.488,7.810,10.376,38.977
4489.521,8.840,10.167,37.044
4490.554,8.160,10.189,34.927
4491.589,9.125,10.283,35.244
4492.622,10.847,10.397,37.029
4493.658,9.080,10.979,38.233
4494.692,8.475,11.826,37.781
4495.729,10.989,11.289,36.476
4496.763,10.485,10.623,36.474
4497.800,8.784,10.582,36.879
4498.834,11.688,10.695,37.578
4499.869,11.629,10.626,38.006
4500.907,12.056,10.463,38.008
4501.943,10.111,10.320,37.672
4502.981,9.266,10.450,37.975
4504.017,8.001,10.560,38.544
4505.055,9.348,10.354,39.436
4506.092,6.425,10.462,39.875
4507.128,7.139,10.966,39.442
4508.168,7.990,10.220,38.764
4509.205,6.099,10.539,39.696
4510.244,6.956,10.626,40.329
4511.282,9.109,10.302,40.021
4512.322,7.853,10.380,39.668
4513.360,6.231,11.246,39.465
4514.399,7.431,11.693,38.601
4515.440,11.982,10.751,37.992
4516.478,9.810,10.954,38.444
4517.520,10.385,11.011,38.149
4518.559,10.593,10.584,37.997
4519.601,12.342,10.861,37.924
4520.641,9.559,11.570,38.406
4521.681,8.357,10.953,38.935
4522.724,11.823,11.275,38.864
4523.764,13.724,11.670,37.968
4524.807,13.772,11.835,36.646
4525.848,11.304,11.990,36.133
4526.892,10.219,10.969,35.625
4527.933,13.325,10.780,34.193
4528.975,12.086,10.967,33.392
4530.019,11.484,11.292,33.630
4531.061,12.381,11.441,34.237
4532.106,12.895,11.092,35.139
4533.149,11.947,10.701,35.413
4534.194,11.617,11.574,35.354
4535.237,8.693,11.190,34.670
4536.280,7.916,10.961,34.527
4537.327,10.236,11.219,35.962
4538.370,10.768,11.033,38.447
4539.417,7.711,11.113,39.846
4540.461,6.087,10.808,38.504
4541.508,7.779,10.651,36.831
4542.553,8.037,10.982,37.234
4543.598,7.490,11.095,38.014
4544.646,8.943,10.641,37.651
4545.691,6.509,10.905,37.233
4546.739,7.916,10.340,36.988
4547.785,7.212,11.404,35.624
4548.834,11.383,11.650,35.157
4549.881,9.430,10.885,34.558
4550.927,10.917,10.849,33.857
4551.977,10.685,10.503,34.954
4553.024,11.109,10.543,36.452
4554.074,11.347,10.614,36.579
4555.121,10.966,9.956,36.029
4556.172,11.057,10.074,35.722
4557.220,12.279,11.681,35.443
4558.268,12.440,11.157,36.432
4559.319,11.782,11.051,37.520
4560.368,12.940,11.438,37.423
4561.420,12.638,11.065,37.899
4562.469,14.422,10.351,38.013
4563.521,11.381,10.430,37.663
4564.571,11.758,10.606,36.601
4565.621,10.908,10.764,34.967
4566.674,11.059,11.281,33.945
4567.725,11.440,11.053,35.223
4568.778,11.142,10.842,36.974
4569.829,10.679,11.599,37.263
4570.883,11.568,11.188,36.817
4571.934,12.028,10.761,36.339
4572.989,11.170,10.992,36.019
4574.041,11.339,11.007,36.633
4575.093,11.896,10.643,37.390
4576.148,10.152,10.774,37.376
4577.201,9.601,11.740,38.462
4578.256,11.792,11.508,37.532
