Wavelength,Flux,BestFit,SkyFlux
3978.322,8.119,7.036,34.888
3979.240,8.393,6.938,37.236
3980.155,9.251,6.861,39.807
3981.071,7.779,7.149,41.729
3981.989,8.325,7.522,41.469
3982.905,10.620,7.477,39.679
3983.823,7.380,7.678,38.907
3984.740,6.119,7.819,40.355
3985.659,5.682,7.593,41.598
3986.576,5.030,7.275,40.704
3987.493,7.467,7.332,40.296
3988.412,7.809,7.473,41.464
3989.330,8.701,7.857,43.389
3990.250,6.117,8.112,44.710
3991.168,4.367,8.032,44.943
3992.088,7.193,7.862,45.384
3993.006,3.332,7.960,45.463
3993.925,4.820,8.391,45.111
3994.846,7.980,7.769,43.792
3995.765,8.315,7.249,42.963
3996.686,8.366,7.708,42.867
3997.606,5.890,8.393,42.029
3998.528,6.127,8.137,42.004
3999.447,7.642,7.798,43.553
4000.368,8.434,8.172,44.981
4001.290,8.307,8.142,45.559
4002.211,7.508,7.738,46.401
4003.133,8.031,8.022,47.542
4004.054,8.906,8.193,48.833
4004.978,10.239,7.698,44.936
4005.899,9.698,7.749,40.821
4006.821,7.198,8.031,39.530
4007.745,7.065,7.898,41.282
4008.666,13.310,7.446,44.120
4009.591,10.097,7.457,46.770
4010.513,6.754,7.689,47.624
4011.438,10.364,7.755,46.980
4012.361,5.242,7.810,46.370
4013.284,9.658,7.874,47.188
4014.209,4.911,7.660,47.387
4015.133,9.006,7.181,47.134
4016.059,8.781,7.376,47.327
4016.983,3.128,7.934,46.615
4017.909,7.580,7.853,45.511
4018.833,7.600,7.320,45.781
4019.758,7.004,7.316,47.435
4020.685,9.344,7.468,49.074
4021.610,4.449,7.263,49.045
4022.537,9.446,7.025,48.436
4023.462,5.306,7.029,48.209
4024.390,3.975,7.057,48.458
4025.316,3.134,6.925,47.883
4026.242,9.589,7.184,46.675
4027.171,9.496,6.867,47.085
4028.097,9.190,6.565,48.332
4029.026,7.552,6.421,48.637
4029.953,4.783,6.397,46.744
4030.882,5.499,6.683,43.527
4031.809,6.644,7.414,41.120
4032.739,8.192,7.374,40.565
4033.667,5.935,7.144,40.334
4034.595,3.708,7.407,39.991
4035.525,9.606,7.602,41.234
4036.453,11.211,7.127,44.656
4037.384,7.815,7.440,47.443
4038.313,7.549,7.222,49.612
4039.244,6.845,6.882,51.484
4040.173,5.399,6.633,50.874
4041.103,8.485,6.504,46.758
4042.035,7.910,6.528,47.067
4042.965,2.090,6.653,50.171
4043.897,5.688,6.832,49.133
4044.827,7.539,6.618,45.012
4045.760,4.122,6.139,41.740
4046.691,5.752,5.883,43.383
4047.622,9.754,6.131,49.426
4048.555,10.597,6.397,54.054
4049.486,8.258,6.422,53.166
4050.420,5.980,6.751,50.578
4051.352,5.645,7.024,49.724
4052.286,5.894,7.047,49.575
4053.218,5.795,7.146,47.108
4054.151,9.769,7.369,44.615
4055.086,6.023,7.168,44.326
4056.019,9.889,7.243,43.571
4056.954,10.117,7.408,42.186
4057.887,8.831,7.502,40.909
4058.823,8.704,7.758,40.520
4059.757,8.518,8.136,41.926
4060.691,8.487,8.188,42.995
4061.627,8.961,7.914,44.533
4062.561,8.386,7.951,44.204
4063.498,4.621,8.202,40.614
4064.433,8.748,8.053,36.795
4065.370,9.322,7.830,36.019
4066.305,9.672,7.392,38.473
4067.241,8.044,7.301,40.691
4068.179,6.828,7.519,41.830
4069.115,5.818,7.642,43.221
4070.053,6.427,7.526,44.969
4070.989,6.441,7.670,45.014
4071.928,3.591,7.571,41.266
4072.865,12.273,7.230,38.541
4073.802,10.241,6.924,40.988
4074.741,8.325,7.114,44.223
4075.679,5.879,7.672,45.867
4076.618,6.963,7.267,44.719
4077.556,8.697,7.289,41.970
4078.497,7.055,7.750,40.226
4079.435,5.895,7.754,40.478
4080.373,7.710,7.425,42.835
4081.314,7.551,7.489,45.799
4082.253,5.723,7.262,46.766
4083.194,11.518,7.074,46.520
4084.134,6.880,6.844,45.336
4085.076,3.803,6.802,42.997
4086.015,5.540,7.016,42.154
4086.955,7.356,7.277,44.873
4087.898,6.592,7.511,47.723
4088.838,6.126,7.728,48.714
4089.781,7.691,7.971,49.242
4090.722,10.464,8.306,49.417
4091.665,11.500,8.404,47.661
4092.606,8.043,8.108,45.683
4093.548,7.434,8.368,45.694
4094.492,9.581,8.444,44.943
4095.434,11.447,7.967,44.290
4096.378,8.592,7.316,43.138
4097.321,7.983,6.894,41.926
4098.265,6.400,6.867,41.858
4099.208,6.154,7.204,41.226
4100.151,6.656,6.917,39.255
4101.097,6.541,7.176,36.808
4102.040,5.639,7.449,34.184
4102.986,2.296,7.421,32.871
4103.930,6.600,7.698,33.572
4104.876,4.297,8.261,36.617
4105.821,8.042,8.118,39.922
4106.768,8.925,7.939,42.190
4107.712,9.167,8.039,42.971
4108.657,9.629,8.346,42.528
4109.605,8.534,8.526,42.097
4110.550,6.387,8.109,42.407
4111.498,7.952,7.885,42.397
4112.444,10.363,7.685,42.420
4113.392,4.804,7.738,43.639
4114.338,6.308,7.744,45.521
4115.285,8.597,7.309,45.712
4116.234,11.889,7.466,46.007
4117.181,5.392,7.579,47.743
4118.130,-0.225,7.178,47.887
4119.078,8.402,7.355,44.632
4120.027,9.567,7.958,42.436
4120.975,5.338,7.868,44.462
4121.923,8.627,8.046,44.809
4122.874,11.664,8.192,44.225
4123.822,8.596,8.122,44.086
4124.773,8.615,8.302,43.802
4125.722,10.534,8.697,43.837
4126.673,8.488,8.716,44.555
4127.623,12.679,8.428,43.436
4128.572,6.905,8.491,41.957
4129.524,5.993,8.526,42.911
4130.474,6.611,8.484,43.900
4131.427,8.744,8.341,42.309
4132.377,8.841,8.074,41.172
4133.330,3.293,8.101,40.478
4134.281,5.864,8.342,39.661
4135.232,8.160,7.760,41.034
4136.186,8.213,7.577,42.963
4137.137,5.762,8.136,42.638
4138.091,7.323,8.280,44.051
4139.043,8.989,8.009,45.418
4139.998,9.650,7.877,45.954
4140.950,7.533,7.987,46.849
4141.903,4.405,8.083,46.774
4142.858,6.519,8.060,43.652
4143.811,8.762,8.126,38.525
4144.766,4.847,8.437,36.012
4145.720,7.226,8.216,39.215
4146.676,6.574,8.001,42.409
4147.630,8.880,7.855,42.652
4148.584,12.362,7.870,41.981
4149.541,7.745,8.100,41.767
4150.495,7.246,7.849,41.817
4151.452,6.706,7.668,41.967
4152.407,7.698,7.351,42.309
4153.365,7.413,7.386,41.633
4154.320,4.838,7.880,41.366
4155.276,7.041,8.116,40.487
4156.234,7.044,7.589,40.291
4157.190,4.036,7.661,40.812
4158.149,7.234,7.873,40.731
4159.106,7.315,7.662,40.975
4160.065,3.308,7.418,43.467
4161.022,6.520,7.665,44.441
4161.979,9.117,7.391,44.767
4162.939,8.126,7.320,45.656
4163.896,6.112,7.832,47.267
4164.857,8.273,8.231,47.125
4165.815,11.508,8.325,44.910
4166.775,7.785,8.518,43.724
4167.734,9.423,8.389,42.753
4168.693,3.347,7.818,42.738
4169.654,6.481,8.157,43.228
4170.613,11.280,8.412,42.878
4171.575,6.435,8.219,42.708
4172.535,6.126,8.465,41.173
4173.497,5.239,8.680,38.990
4174.457,7.383,8.519,38.200
4175.417,11.033,8.536,38.830
4176.380,7.538,8.631,39.447
4177.341,5.313,8.571,39.269
4178.304,11.461,8.336,39.740
4179.265,3.407,7.940,39.954
4180.229,3.899,7.700,40.711
4181.191,3.508,7.431,41.965
4182.155,5.122,7.233,40.683
4183.117,8.873,7.191,38.550
4184.079,9.411,7.218,37.956
4185.044,7.448,7.290,39.097
4186.007,6.495,7.617,40.014
4186.972,6.757,7.911,39.548
4187.935,7.087,7.995,37.643
4188.901,8.352,8.057,36.279
4189.865,8.950,8.328,37.575
4190.829,8.270,8.525,40.363
4191.795,7.379,9.015,40.893
4192.759,9.388,9.023,40.088
4193.726,6.041,9.119,41.042
4194.691,10.763,9.243,42.102
4195.658,9.520,8.689,40.630
4196.624,6.673,8.384,38.911
4197.589,6.301,8.081,38.020
4198.557,5.682,7.555,36.730
4199.523,6.512,7.232,34.551
4200.491,6.388,7.713,36.097
4201.457,6.529,9.532,36.872
4202.426,9.233,13.159,34.950
4203.393,14.437,18.676,36.052
4204.360,16.636,23.943,38.544
4205.330,20.838,27.221,38.448
4206.297,23.680,29.269,39.362
4207.267,24.960,31.209,40.874
4208.235,19.133,29.662,41.815
4209.205,15.298,23.402,41.607
4210.174,14.951,16.226,41.370
4211.142,6.250,10.900,41.601
4212.113,4.340,8.128,42.438
4213.082,5.704,7.104,42.965
4214.054,5.023,6.538,42.972
4215.023,7.640,6.371,40.467
4215.995,6.470,6.390,37.952
4216.965,6.746,6.808,37.738
4217.935,6.479,7.437,38.029
4218.908,6.314,7.844,38.945
4219.878,8.695,8.490,40.441
4220.851,9.965,9.105,41.449
4221.822,7.972,9.371,41.403
4222.796,7.500,9.361,41.623
4223.767,9.827,9.212,38.884
4224.739,11.598,8.949,36.420
4225.713,6.167,8.566,34.257
4226.685,11.150,8.052,28.959
4227.660,10.675,7.572,25.982
4228.633,8.547,7.050,29.049
4229.608,4.440,6.620,35.045
4230.581,6.037,6.501,39.278
4231.554,6.514,6.346,40.973
4232.530,4.498,6.404,41.372
4233.504,7.954,7.351,40.598
4234.480,9.684,8.300,39.470
4235.454,6.123,8.754,38.863
4236.431,5.803,9.159,38.182
4237.405,6.261,9.456,37.233
4238.380,11.163,9.639,35.010
4239.357,12.714,9.817,35.316
4240.333,8.447,9.623,36.688
4241.310,10.228,9.176,37.088
4242.286,11.857,9.090,37.997
4243.264,8.206,9.257,38.787
4244.241,7.121,9.319,39.503
4245.217,9.017,9.196,40.184
4246.196,8.836,9.313,40.462
4247.173,12.999,9.537,41.060
4248.152,11.044,9.330,39.555
4249.129,13.536,9.168,37.315
4250.109,8.811,9.184,35.672
4251.087,8.571,8.473,33.726
4252.065,8.638,7.941,35.067
4253.045,9.399,7.903,38.507
4254.024,8.335,7.625,38.887
4255.005,7.775,7.650,36.860
4255.984,6.989,8.181,35.773
4256.965,5.888,8.255,37.114
4257.944,7.768,8.345,39.774
4258.926,8.620,8.878,39.803
4259.906,10.248,9.473,35.873
4260.886,15.449,9.869,32.014
4261.869,14.516,10.208,31.434
4262.849,11.679,10.492,34.412
4263.832,11.752,10.825,37.934
4264.813,11.165,11.109,39.727
4265.796,12.139,11.180,39.460
4266.778,12.531,11.377,39.211
4267.759,14.186,11.677,38.511
4268.743,13.747,11.924,38.122
4269.725,10.403,11.809,36.264
4270.710,14.683,11.504,34.775
4271.692,11.985,11.364,32.026
4272.677,13.551,10.904,28.614
4273.660,9.200,10.819,30.310
4274.644,11.090,10.620,32.259
4275.629,9.536,10.365,32.448
4276.613,9.353,10.174,34.365
4277.599,7.794,9.931,37.547
4278.583,10.302,9.685,39.458
4279.570,11.897,9.437,39.039
4280.554,9.532,9.066,36.646
4281.539,8.237,8.645,34.589
4282.526,8.245,8.082,34.768
4283.511,10.794,7.456,36.037
4284.499,11.480,7.689,35.918
4285.485,11.779,7.805,35.189
4286.473,3.370,7.385,33.816
4287.459,5.797,7.235,34.186
4288.446,5.814,7.708,33.821
4289.434,10.784,8.309,31.748
4290.421,11.900,8.965,29.780
4291.411,9.862,9.602,29.888
4292.398,8.973,10.085,32.417
4293.388,9.517,10.542,34.746
4294.375,11.221,10.803,35.592
4295.363,10.133,10.715,34.819
4296.354,9.919,11.056,33.795
4297.342,12.749,10.925,32.716
4298.333,9.341,11.279,30.267
4299.322,11.065,11.799,27.581
4300.313,10.783,11.856,25.332
4301.303,8.538,11.506,24.585
4302.292,10.522,11.319,24.964
4303.284,11.790,11.171,25.439
4304.274,9.353,10.677,25.495
4305.267,10.467,10.335,25.752
4306.257,12.585,10.395,27.041
4307.250,9.144,10.526,27.676
4308.241,12.225,10.676,25.812
4309.232,11.614,10.392,24.048
4310.226,10.058,10.193,23.677
4311.217,11.674,9.943,23.926
4312.212,10.672,9.718,24.992
4313.204,9.288,9.944,27.275
4314.198,9.367,10.201,30.991
4315.191,8.941,9.904,34.476
4316.183,8.166,9.698,37.502
4317.179,9.472,9.452,40.373
4318.172,9.722,9.111,42.167
4319.168,8.013,8.946,41.992
4320.161,9.054,8.689,42.206
4321.157,8.093,8.719,40.807
4322.152,7.727,8.481,40.119
4323.146,7.087,8.038,38.673
4324.143,8.466,7.541,33.753
4325.137,4.649,7.009,29.721
4326.135,5.365,6.839,27.850
4327.130,8.006,7.104,28.263
4328.128,8.379,7.239,32.074
4329.124,7.454,7.012,36.526
4330.119,6.774,6.645,38.744
4331.118,6.723,6.599,38.819
4332.114,6.520,7.066,38.670
4333.113,6.590,7.530,38.536
4334.110,8.688,8.017,38.223
4335.110,8.080,8.630,39.238
4336.107,10.869,9.372,39.311
4337.107,11.016,10.033,37.581
4338.105,12.924,10.218,35.257
4339.103,12.563,10.419,31.830
4340.103,10.811,10.719,28.582
4341.102,11.225,10.908,26.103
4342.103,9.151,11.099,26.002
4343.101,9.601,11.415,29.402
4344.103,12.062,11.069,32.962
4345.102,11.058,10.928,34.516
4346.102,12.302,11.194,36.737
4347.104,14.377,11.605,38.511
4348.104,11.353,11.677,37.823
4349.107,11.060,11.279,38.627
4350.107,8.964,11.298,39.812
4351.110,12.029,11.334,37.591
4352.111,11.285,11.170,34.692
4353.113,9.307,10.990,32.281
4354.116,11.671,10.862,32.514
4355.118,11.492,10.699,35.272
4356.122,8.605,10.723,37.797
4357.125,10.656,10.828,41.639
4358.129,15.398,11.190,51.515
4359.132,13.804,11.564,63.522
4360.135,10.610,11.754,63.673
4361.140,13.176,11.854,53.464
4362.143,13.766,11.953,46.311
4363.149,14.134,12.161,43.784
4364.153,12.091,12.605,41.378
4365.159,14.457,12.916,41.023
4366.164,14.434,12.885,41.388
4367.168,15.994,12.526,39.307
4368.175,13.220,11.566,37.519
4369.180,11.293,11.035,37.374
4370.187,12.617,10.599,37.653
4371.193,11.553,10.658,37.348
4372.201,8.825,11.061,37.390
4373.207,7.940,11.010,37.926
4374.213,8.932,10.998,36.734
4375.221,13.535,10.944,34.116
4376.228,8.608,10.525,33.577
4377.237,12.347,10.287,34.476
4378.244,11.212,10.335,36.708
4379.254,7.213,10.109,38.371
4380.261,6.450,9.841,38.408
4381.269,10.430,9.629,37.429
4382.279,11.185,9.393,35.473
4383.287,7.501,9.086,32.243
4384.298,7.123,8.661,27.597
4385.307,9.742,8.266,25.379
4386.318,9.427,8.552,28.118
4387.327,8.790,9.329,32.228
4388.336,7.315,9.580,34.203
4389.348,5.666,9.382,34.890
4390.358,10.465,9.142,34.666
4391.370,5.065,9.011,35.197
4392.381,6.929,9.097,35.462
4393.393,10.377,9.183,35.210
4394.404,10.203,9.347,34.488
4395.415,8.976,9.616,34.316
4396.429,8.480,9.988,34.813
4397.440,9.180,10.393,35.781
4398.454,10.076,10.592,37.724
4399.466,9.463,10.756,38.221
4400.480,8.347,10.778,37.049
4401.493,9.347,10.976,34.842
4402.505,11.438,11.319,34.140
4403.520,12.570,11.442,35.425
4404.534,11.391,11.673,35.084
4405.549,8.697,11.435,33.374
4406.563,8.069,11.146,32.958
4407.579,10.871,11.222,33.884
4408.593,10.828,11.593,35.483
4409.607,10.093,11.926,36.080
4410.624,10.147,12.328,37.053
4411.638,12.014,12.631,38.300
4412.656,14.530,12.595,39.305
4413.671,14.114,12.508,40.430
4414.689,11.288,12.678,39.578
4415.704,11.254,12.915,36.216
4416.723,13.040,12.604,34.617
4417.739,11.253,12.506,35.846
4418.755,11.861,12.309,37.289
4419.774,10.903,12.264,38.349
4420.791,11.814,12.225,40.552
4421.810,11.635,11.731,39.888
4422.827,11.824,11.681,37.217
4423.847,13.936,11.625,36.239
4424.865,11.711,11.469,37.239
4425.883,8.346,11.512,37.754
4426.903,11.188,11.642,37.587
4427.922,13.612,11.493,37.752
4428.943,9.783,11.543,38.596
4429.962,10.952,10.988,39.013
4430.983,12.025,10.559,37.186
4432.003,11.860,10.326,36.104
4433.022,7.276,9.868,37.756
4434.044,8.660,9.062,37.738
4435.064,9.549,8.513,35.935
4436.087,6.331,7.553,34.706
4437.108,4.843,6.872,35.525
4438.131,6.222,6.503,37.340
4439.152,7.565,6.249,40.120
4440.173,7.653,6.339,41.408
4441.197,6.432,7.260,41.365
4442.219,7.019,8.122,37.394
4443.243,9.479,8.816,35.134
4444.265,8.747,9.415,34.958
4445.290,7.377,9.863,37.227
4446.313,7.687,10.189,38.915
4447.336,9.259,10.823,38.505
4448.361,13.736,10.862,37.678
4449.384,11.852,10.772,37.436
4450.410,12.851,10.966,37.301
4451.434,8.513,11.278,38.617
4452.461,8.572,11.388,38.895
4453.485,5.945,11.683,39.079
4454.510,9.954,11.599,36.955
4455.537,12.961,11.500,33.455
4456.562,11.388,11.750,32.391
4457.589,10.908,12.127,32.863
4458.615,10.042,12.112,33.067
4459.643,13.158,11.974,33.014
4460.669,10.695,12.046,33.164
4461.695,10.475,11.987,33.658
4462.724,9.823,11.867,33.619
4463.751,11.686,11.810,34.785
4464.780,12.110,11.668,37.326
4465.807,10.607,11.327,38.193
4466.837,11.628,11.329,35.973
4467.864,10.740,11.198,36.005
4468.892,10.062,10.812,36.710
4469.923,11.455,10.249,36.308
4470.951,9.468,9.592,36.114
4471.982,8.948,9.103,36.462
4473.011,12.361,8.611,36.938
4474.042,9.527,7.933,37.987
4475.072,7.022,7.333,38.212
4476.101,10.410,6.789,37.887
4477.133,5.547,6.110,37.788
4478.163,7.352,6.139,38.301
4479.196,8.765,7.058,37.943
4480.226,6.692,7.485,37.206
4481.259,6.587,7.394,34.799
4482.290,7.413,7.405,33.495
4483.322,6.412,7.689,33.788
4484.355,6.657,7.797,35.120
4485.387,7.891,8.481,37.424
4486.421,8.541,9.179,38.506
4487.453,9.678,9.714,38.519
4488.488,10.387,10.209,38.209
4489.521,9.582,10.780,37.237
4490.554,9.154,11.472,36.302
4491.589,9.217,11.681,35.698
4492.622,12.623,11.857,36.400
4493.658,10.574,11.825,37.666
4494.692,10.451,11.724,36.707
4495.729,13.565,12.101,35.423
4496.763,10.597,12.358,35.597
4497.800,9.981,12.511,36.028
4498.834,12.004,12.619,37.401
4499.869,13.313,12.778,37.717
4500.907,13.408,13.022,37.230
4501.943,13.383,13.239,37.004
4502.981,14.892,13.257,36.487
4504.017,13.779,13.256,37.538
4505.055,11.915,13.347,40.332
4506.092,15.269,13.515,39.095
4507.128,12.588,13.558,38.272
4508.168,12.555,13.285,39.485
4509.205,17.266,13.030,39.571
4510.244,14.315,13.153,39.705
4511.282,11.964,13.307,40.737
4512.322,8.884,13.326,40.261
4513.360,11.918,13.478,39.698
4514.399,11.561,13.959,38.692
4515.440,11.844,14.004,37.882
4516.478,12.495,13.926,37.718
4517.520,13.550,13.712,37.336
4518.559,10.749,13.437,37.377
4519.601,9.434,13.148,37.258
4520.641,11.449,12.922,37.520
4521.681,11.578,13.156,38.017
4522.724,13.403,13.349,38.256
4523.764,12.300,13.474,37.415
4524.807,16.557,13.544,36.456
4525.848,13.205,13.664,36.142
4526.892,14.039,13.958,35.202
4527.933,16.221,14.146,33.102
4528.975,13.441,14.004,32.340
4530.019,13.788,14.057,33.161
4531.061,13.533,14.150,33.033
4532.106,12.597,14.179,33.927
4533.149,11.386,14.345,35.556
4534.194,13.027,14.279,35.527
4535.237,15.104,14.254,34.229
4536.280,15.017,14.326,33.678
4537.327,13.320,14.479,34.908
4538.370,12.373,14.364,37.728
4539.417,13.424,13.733,39.436
4540.461,12.823,13.586,37.871
4541.508,14.220,13.773,35.889
4542.553,13.168,13.829,36.601
4543.598,12.799,13.877,37.852
4544.646,12.279,14.064,37.625
4545.691,15.874,14.165,36.253
4546.739,14.843,13.955,35.478
4547.785,11.853,13.609,35.680
4548.834,13.078,13.173,35.375
4549.881,11.440,12.857,34.526
4550.927,13.174,12.859,33.212
4551.977,14.000,13.123,34.628
4553.024,12.974,13.320,36.039
4554.074,14.017,13.696,36.315
4555.121,14.959,14.079,35.981
4556.172,14.176,14.298,34.842
4557.220,12.294,14.414,34.451
4558.268,14.095,14.530,35.832
4559.319,17.440,14.333,36.780
4560.368,18.323,14.178,37.277
4561.420,12.180,13.953,37.745
4562.469,13.887,13.744,37.846
4563.521,13.921,13.404,38.567
4564.571,9.655,12.722,36.556
4565.621,9.681,12.554,35.114
4566.674,6.915,12.979,37.300
4567.725,10.446,13.589,37.102
4568.778,12.349,13.991,36.780
4569.829,13.347,14.157,37.182
4570.883,14.986,14.363,36.693
4571.934,11.884,14.559,36.223
4572.989,9.556,14.090,35.699
4574.041,13.535,13.725,35.580
4575.093,14.146,13.664,36.475
4576.148,10.394,13.574,36.981
4577.201,13.463,13.293,36.899
4578.256,15.339,13.378,36.330
4579.309,13.047,13.507,36.118
4580.365,14.011,13.311,35.371
4581.419,14.585,13.426,34.356
4582.473,15.602,13.842,33.942
4583.530,12.340,13.617,34.107
4584.584,11.517,13.154,34.928
4585.641,11.243,13.049,34.080
4586.696,12.372,12.932,33.644
4587.754,10.671,13.000,35.404
4588.809,10.620,13.306,37.049
4589.865,14.505,13.504,36.868
4590.923,14.234,13.845,36.158
4591.980,12.544,14.015,34.767
4593.038,15.100,13.812,34.112
4594.095,12.502,13.406,34.053
