Wavelength,Flux,BestFit,SkyFlux
3895.830,4.755,9.364,36.809
3896.726,8.877,8.359,38.047
3897.625,9.935,9.059,39.670
3898.522,8.001,9.659,38.723
3899.421,6.745,8.864,37.026
3900.318,10.649,7.680,36.533
3901.217,8.950,7.885,38.054
3902.115,2.438,8.031,40.223
3903.012,5.660,8.140,40.449
3903.912,5.339,7.372,36.850
3904.810,9.745,6.734,32.964
3905.711,4.944,7.477,32.820
3906.609,9.755,8.384,33.857
3907.510,8.574,6.680,36.237
3908.409,8.518,6.509,40.047
3909.308,6.168,6.665,43.400
3910.210,1.444,6.868,44.988
3911.109,3.705,7.363,44.397
3912.011,9.872,7.154,43.648
3912.911,8.339,7.397,44.707
3913.813,10.237,6.548,46.345
3914.714,0.713,6.595,46.732
3915.614,-0.182,7.445,45.981
3916.517,2.454,7.804,42.971
3917.418,8.364,7.770,39.818
3918.322,11.496,7.620,38.610
3919.223,12.244,7.146,38.473
3920.127,10.647,7.463,36.626
3921.029,6.284,7.356,33.295
3921.931,5.972,6.336,32.136
3922.835,10.170,6.882,32.611
3923.737,11.191,7.363,31.462
3924.642,9.663,6.016,32.739
3925.545,7.105,6.268,37.431
3926.450,10.665,7.052,36.191
3927.354,9.752,6.887,29.306
3928.257,7.280,8.118,24.634
3929.163,8.145,7.372,22.224
3930.067,6.887,6.590,22.075
3930.973,0.760,7.180,21.423
3931.877,1.462,7.115,18.975
3932.784,7.164,5.660,14.924
3933.689,7.303,6.215,11.326
3934.594,8.431,7.487,9.393
3935.501,7.515,7.426,9.730
3936.406,7.327,7.173,11.830
3937.314,10.606,6.867,14.969
3938.220,11.030,6.151,17.953
3939.128,9.503,5.908,21.018
3940.034,9.183,6.642,24.685
3940.941,5.098,5.512,28.052
3941.849,8.579,5.601,29.503
3942.756,5.689,6.684,28.858
3943.665,6.322,6.867,28.934
3944.573,1.517,7.008,30.706
3945.482,5.225,7.927,33.265
3946.390,3.144,7.482,35.629
3947.298,4.731,7.387,37.162
3948.208,5.869,7.660,37.925
3949.116,0.499,7.196,38.459
3950.027,4.346,6.469,39.708
3950.936,9.258,6.903,40.341
3951.847,4.157,6.623,39.543
3952.756,8.607,6.190,38.917
3953.665,8.960,6.584,38.530
3954.577,10.594,6.968,38.537
3955.487,10.623,5.463,40.261
3956.399,3.749,5.368,41.214
3957.309,2.292,4.687,39.005
3958.221,7.669,5.041,37.814
3959.132,7.368,6.085,39.322
3960.045,3.812,6.509,39.277
3960.956,5.222,6.615,34.966
3961.867,7.402,6.141,29.918
3962.781,7.124,6.904,27.098
3963.692,4.732,6.264,26.028
3964.606,3.836,5.427,24.403
3965.518,6.339,5.950,22.135
3966.433,6.922,5.527,19.979
3967.345,5.059,6.053,17.543
3968.258,7.096,6.459,14.353
3969.173,9.079,6.752,11.582
3970.086,3.182,7.012,11.292
3971.002,9.246,7.202,13.664
3971.915,5.924,6.994,15.791
3972.831,14.448,5.079,17.888
3973.745,7.983,7.277,20.515
3974.659,4.005,7.875,24.819
3975.576,10.159,6.580,28.274
3976.490,8.032,6.562,30.591
3977.407,2.808,6.939,32.225
3978.322,6.812,6.708,34.591
3979.240,8.175,6.109,37.310
3980.155,6.714,6.616,39.995
3981.071,5.735,7.381,42.369
3981.989,11.347,6.909,41.444
3982.905,7.333,5.768,39.253
3983.823,5.553,5.326,38.757
3984.740,3.929,5.292,40.809
3985.659,4.143,5.626,42.308
3986.576,6.443,5.773,41.385
3987.493,8.567,5.325,39.848
3988.412,10.189,4.977,40.641
3989.330,9.233,5.740,43.264
3990.250,3.929,7.015,45.511
3991.168,5.766,7.420,45.706
3992.088,4.994,6.499,45.561
3993.006,11.553,5.533,45.735
3993.925,7.528,6.453,45.480
3994.846,8.215,7.331,43.807
3995.765,8.140,7.904,43.184
3996.686,4.318,7.870,43.161
3997.606,6.456,7.312,42.417
3998.528,9.971,6.888,42.090
3999.447,4.373,7.148,43.612
4000.368,3.856,6.636,44.925
4001.290,6.792,5.379,45.312
4002.211,8.890,5.029,45.541
4003.133,8.294,6.677,48.186
4004.054,10.758,9.388,48.401
4004.978,19.563,11.208,44.487
4005.899,25.100,14.802,40.998
4006.821,26.338,18.563,40.434
4007.745,29.176,21.638,41.074
4008.666,30.582,22.663,43.862
4009.591,29.374,21.687,46.848
4010.513,21.849,21.015,48.185
4011.438,22.693,18.670,47.024
4012.361,17.798,14.390,46.154
4013.284,12.668,9.639,47.709
4014.209,9.831,6.064,47.742
4015.133,7.033,4.403,47.294
4016.059,6.933,4.096,47.192
4016.983,5.718,4.407,46.552
4017.909,4.552,3.783,45.213
4018.833,8.116,4.501,46.022
4019.758,2.449,5.213,47.950
4020.685,9.188,4.580,49.264
4021.610,6.024,5.468,48.915
4022.537,9.644,6.114,48.563
4023.462,8.255,6.517,48.904
4024.390,2.850,7.248,48.886
4025.316,1.711,7.347,48.218
4026.242,6.608,6.502,46.909
4027.171,9.103,6.555,46.196
4028.097,5.543,6.275,48.080
4029.026,5.930,5.399,49.022
4029.953,7.434,4.421,46.116
4030.882,10.415,3.509,42.592
4031.809,5.430,2.952,40.736
4032.739,3.070,3.351,40.752
4033.667,5.043,3.753,41.451
4034.595,6.864,5.166,40.793
4035.525,10.947,5.804,41.394
4036.453,7.863,6.507,45.174
4037.384,5.681,7.684,48.674
4038.313,11.727,6.645,49.815
4039.244,6.742,6.848,52.322
4040.173,9.286,7.939,51.849
4041.103,10.195,7.377,45.846
4042.035,10.133,6.545,48.148
4042.965,3.126,7.108,51.509
4043.897,10.137,6.992,49.756
4044.827,6.875,7.320,45.107
4045.760,6.433,6.998,42.252
4046.691,8.242,6.793,43.340
4047.622,6.770,7.207,49.048
4048.555,7.599,7.842,50.045
4049.486,8.575,7.902,49.261
4050.420,11.460,7.147,47.456
4051.352,7.729,6.449,50.205
4052.286,-2.922,5.149,50.284
4053.218,6.756,4.574,47.681
4054.151,7.772,5.529,45.178
4055.086,5.270,5.650,44.309
4056.019,8.111,5.239,43.148
4056.954,8.050,5.286,41.856
4057.887,7.202,5.805,39.674
4058.823,7.389,6.741,40.164
4059.757,1.972,7.561,42.471
4060.691,9.530,7.384,42.393
4061.627,11.885,8.013,43.581
4062.561,6.144,8.838,43.639
4063.498,12.836,9.436,41.099
4064.433,10.275,9.187,37.305
4065.370,11.845,8.530,35.565
4066.305,11.610,9.452,37.661
4067.241,11.587,10.874,40.472
4068.179,12.797,10.151,41.831
4069.115,12.690,9.787,40.734
4070.053,11.364,10.046,42.016
4070.989,3.982,9.507,44.725
4071.928,14.704,8.655,40.620
4072.865,11.168,8.818,37.912
4073.802,10.484,8.413,41.163
4074.741,12.724,8.093,44.173
4075.679,9.206,7.946,45.937
4076.618,8.166,7.541,44.826
4077.556,7.834,7.104,41.963
4078.497,7.328,6.753,40.243
4079.435,6.434,6.686,40.848
4080.373,3.721,5.658,43.505
4081.314,9.816,4.749,46.394
4082.253,7.648,5.198,46.517
4083.194,6.674,5.534,46.267
4084.134,10.164,5.549,44.770
4085.076,7.934,4.526,42.273
4086.015,6.816,4.397,42.191
4086.955,5.053,5.136,45.023
4087.898,6.322,5.803,47.902
4088.838,11.480,6.756,49.047
4089.781,10.069,6.986,50.207
4090.722,4.066,7.534,50.705
4091.665,6.100,8.486,47.899
4092.606,8.277,9.185,45.583
4093.548,9.395,9.466,46.231
4094.492,9.017,9.828,45.343
4095.434,10.908,8.696,44.783
4096.378,11.665,8.963,43.612
4097.321,7.257,9.860,42.643
4098.265,8.352,10.049,42.193
4099.208,8.061,9.742,41.352
4100.151,7.284,10.177,39.175
4101.097,11.426,9.557,36.021
4102.040,7.857,8.916,34.172
4102.986,6.654,8.353,33.708
4103.930,4.370,8.031,34.182
4104.876,11.688,8.541,36.834
4105.821,7.757,9.815,39.864
4106.768,9.094,9.060,41.849
4107.712,5.397,8.526,43.937
4108.657,4.842,8.360,42.519
4109.605,8.404,8.088,41.362
4110.550,10.774,8.100,42.428
4111.498,10.121,8.955,42.036
4112.444,7.176,7.731,42.157
4113.392,8.680,8.231,43.828
4114.338,8.675,7.837,45.591
4115.285,3.071,7.041,45.845
4116.234,4.722,7.481,46.108
4117.181,7.449,7.072,47.907
4118.130,6.034,6.756,48.024
4119.078,3.740,6.344,44.459
4120.027,5.976,5.503,41.375
4120.975,5.310,5.128,43.627
4121.923,4.037,5.339,45.203
4122.874,8.364,4.414,44.599
4123.822,5.717,4.432,44.864
4124.773,4.798,4.377,43.430
4125.722,7.264,4.428,43.191
4126.673,6.345,4.273,44.744
4127.623,8.538,4.034,43.749
4128.572,6.205,5.013,41.718
4129.524,6.455,5.482,42.872
4130.474,6.443,5.659,43.980
4131.427,7.122,6.356,42.254
4132.377,8.403,7.202,41.373
4133.330,6.460,7.636,41.237
4134.281,5.020,8.168,40.307
4135.232,8.534,8.613,41.363
4136.186,9.923,8.987,43.223
4137.137,12.663,9.317,43.077
4138.091,7.815,9.541,44.338
4139.043,11.622,9.463,45.345
4139.998,8.480,9.085,45.612
4140.950,8.116,9.498,46.763
4141.903,8.493,9.634,47.230
4142.858,10.228,9.953,44.151
4143.811,13.469,9.953,38.623
4144.766,11.356,9.442,36.183
4145.720,7.009,9.913,39.378
4146.676,9.927,9.875,42.596
4147.630,11.126,9.382,42.666
4148.584,10.105,9.456,41.944
4149.541,9.196,9.651,41.847
4150.495,10.722,9.140,42.354
4151.452,7.678,8.782,42.110
4152.407,10.097,9.860,41.912
4153.365,11.351,9.967,41.591
4154.320,8.971,10.242,42.172
4155.276,9.006,10.634,40.835
4156.234,12.422,10.712,39.398
4157.190,14.375,11.597,40.376
4158.149,12.811,11.252,40.581
4159.106,17.151,10.440,40.813
4160.065,12.199,10.809,43.626
4161.022,13.600,11.449,44.088
4161.979,7.059,10.758,44.357
4162.939,6.630,9.657,44.965
4163.896,7.064,9.883,46.656
4164.857,10.301,9.270,46.363
4165.815,11.679,9.696,44.456
4166.775,11.709,10.140,41.567
4167.734,14.050,9.220,41.716
4168.693,7.753,9.484,43.528
4169.654,9.398,9.579,43.127
4170.613,9.774,9.120,42.185
4171.575,5.192,9.084,42.716
4172.535,6.814,8.914,41.854
4173.497,5.939,7.835,39.090
4174.457,7.394,7.124,38.299
4175.417,6.504,7.671,39.064
4176.380,10.112,7.189,39.239
4177.341,10.317,6.509,39.503
4178.304,5.125,6.395,39.640
4179.265,7.417,6.557,40.401
4180.229,7.421,6.507,40.473
4181.191,8.052,6.693,41.888
4182.155,0.309,7.035,43.133
4183.117,9.025,7.045,40.101
4184.079,10.290,6.822,37.091
4185.044,5.447,6.878,38.833
4186.007,11.072,7.157,40.028
4186.972,9.820,6.358,39.914
4187.935,6.077,7.049,37.844
4188.901,8.782,7.919,36.124
4189.865,10.776,8.159,38.089
4190.829,7.873,8.316,40.766
4191.795,6.617,8.816,40.907
4192.759,7.081,9.297,39.852
4193.726,9.806,8.869,40.764
4194.691,9.162,9.108,42.346
4195.658,11.154,9.839,40.351
4196.624,8.200,9.904,38.384
4197.589,6.997,9.843,38.120
4198.557,10.454,10.503,36.480
4199.523,11.074,9.972,34.979
4200.491,6.327,9.833,36.290
4201.457,5.995,10.604,37.274
4202.426,10.711,11.266,34.495
4203.393,10.038,11.270,35.747
4204.360,12.128,11.310,38.136
4205.330,14.689,11.790,38.191
4206.297,13.495,11.294,39.305
4207.267,11.778,10.934,40.550
4208.235,14.418,11.799,41.054
4209.205,14.858,11.583,41.317
4210.174,9.432,11.062,41.096
4211.142,10.584,10.721,40.392
4212.113,10.974,11.052,41.284
4213.082,6.361,11.327,44.033
4214.054,7.862,10.779,43.523
4215.023,10.381,10.238,40.863
4215.995,8.158,10.370,37.034
4216.965,8.179,10.410,37.403
4217.935,11.766,10.041,37.388
4218.908,11.429,10.083,38.806
4219.878,9.237,10.696,40.641
4220.851,10.256,10.251,40.521
4221.822,7.795,9.830,40.843
4222.796,9.734,8.869,40.990
4223.767,11.196,8.563,38.736
4224.739,8.924,8.421,35.738
4225.713,8.449,7.485,34.139
4226.685,7.564,6.694,28.489
4227.660,5.907,5.562,25.054
4228.633,3.612,5.279,28.952
4229.608,5.255,4.908,35.012
4230.581,2.728,4.029,39.058
4231.554,3.284,3.922,41.104
4232.530,3.108,6.087,41.109
4233.504,5.526,7.337,40.532
4234.480,8.487,7.808,39.408
4235.454,8.759,7.922,39.126
4236.431,5.836,8.095,38.706
4237.405,4.970,8.800,37.065
4238.380,9.805,9.964,35.196
4239.357,12.145,9.661,34.553
4240.333,12.010,9.572,36.133
4241.310,12.857,9.830,36.741
4242.286,12.482,10.311,37.061
4243.264,7.962,10.588,38.647
4244.241,11.491,9.934,39.447
4245.217,12.214,10.452,39.332
4246.196,12.112,10.465,40.574
4247.173,8.679,10.513,40.553
4248.152,8.500,10.863,39.159
4249.129,8.374,10.944,37.601
4250.109,8.088,10.539,35.745
4251.087,13.468,10.723,33.487
4252.065,8.935,10.974,34.108
4253.045,12.693,10.933,38.381
4254.024,10.175,10.620,39.078
4255.005,11.973,10.243,36.245
4255.984,10.835,10.096,35.537
4256.965,9.209,10.560,37.309
4257.944,9.305,9.975,39.635
4258.926,9.482,8.999,39.529
4259.906,9.041,8.430,36.093
4260.886,8.948,8.260,32.128
4261.869,7.118,7.904,30.208
4262.849,5.644,6.853,33.646
4263.832,8.623,5.729,36.807
4264.813,7.760,5.363,39.546
4265.796,7.990,5.158,39.211
4266.778,11.458,4.484,38.394
4267.759,2.220,4.399,40.084
4268.743,2.201,4.802,39.203
4269.725,5.241,5.557,36.003
4270.710,1.530,5.881,34.883
4271.692,5.068,5.920,31.891
4272.677,8.785,6.032,28.603
4273.660,8.066,5.883,29.929
4274.644,6.808,6.849,31.788
4275.629,7.598,7.342,31.434
4276.613,9.971,7.633,33.528
4277.599,4.181,8.200,37.758
4278.583,6.757,9.007,40.716
4279.570,11.091,9.726,39.622
4280.554,13.435,9.971,35.729
4281.539,12.685,10.247,33.602
4282.526,12.835,10.414,34.592
4283.511,8.926,10.589,35.624
4284.499,13.472,10.897,35.253
4285.485,13.394,11.006,34.845
4286.473,8.993,11.466,34.499
4287.459,9.363,11.419,34.429
4288.446,10.768,11.294,33.576
4289.434,14.211,11.619,31.305
4290.421,15.702,12.322,28.840
4291.411,12.155,12.643,29.666
4292.398,13.352,11.789,32.412
4293.388,12.617,12.153,32.658
4294.375,10.408,12.524,33.563
4295.363,10.062,12.617,33.491
4296.354,12.168,12.751,33.918
4297.342,14.437,11.868,32.293
4298.333,11.528,11.464,30.230
4299.322,11.069,12.161,27.680
4300.313,14.050,12.198,25.472
4301.303,11.598,12.034,24.618
4302.292,9.736,12.721,24.819
4303.284,13.781,12.768,25.144
4304.274,11.889,12.871,24.943
4305.267,10.770,12.642,25.093
4306.257,12.016,12.213,27.249
4307.250,10.178,12.045,27.800
4308.241,10.234,12.127,26.066
4309.232,9.173,11.783,24.263
4310.226,12.320,11.926,23.522
4311.217,12.754,12.014,23.630
4312.212,13.717,12.468,24.142
4313.204,15.764,12.862,26.662
4314.198,13.024,12.810,30.924
4315.191,11.173,13.239,34.555
4316.183,12.881,12.942,36.863
4317.179,12.027,12.750,40.254
4318.172,13.512,12.548,41.737
4319.168,11.142,12.721,41.775
4320.161,12.305,13.630,42.049
4321.157,16.537,14.251,40.648
4322.152,14.655,13.717,40.353
4323.146,10.408,13.499,38.787
4324.143,12.846,13.980,33.819
4325.137,13.393,13.745,29.354
4326.135,11.155,12.274,27.706
4327.130,12.590,12.071,27.969
4328.128,14.477,12.687,31.482
4329.124,13.365,12.498,36.599
4330.119,11.831,12.270,38.814
4331.118,14.211,12.533,38.871
4332.114,12.003,12.841,39.244
4333.113,13.899,12.628,38.643
4334.110,14.548,12.220,38.171
4335.110,12.747,11.623,38.726
4336.107,12.778,11.539,39.226
4337.107,13.224,11.960,37.497
4338.105,11.409,12.122,34.724
4339.103,11.824,11.721,31.486
4340.103,11.319,12.373,28.490
4341.102,11.215,13.074,25.592
4342.103,15.443,13.446,25.010
4343.101,11.169,13.896,28.774
4344.103,13.369,14.139,32.748
4345.102,18.436,12.924,33.848
4346.102,12.118,13.007,36.412
4347.104,11.700,12.801,38.601
4348.104,17.574,12.449,37.196
4349.107,16.077,12.113,38.397
4350.107,15.442,11.776,39.670
4351.110,10.303,12.028,37.623
4352.111,8.941,12.599,34.801
4353.113,14.009,12.821,32.277
4354.116,15.129,13.107,31.978
4355.118,13.923,13.369,35.312
4356.122,14.982,13.414,38.218
4357.125,11.437,13.740,41.056
4358.129,15.925,13.267,50.571
4359.132,14.934,12.771,63.503
4360.135,11.670,12.506,63.530
4361.140,12.156,12.343,53.222
4362.143,13.662,12.232,46.667
4363.149,11.757,12.374,43.621
4364.153,13.369,12.602,41.261
4365.159,12.616,12.134,40.699
4366.164,12.793,12.528,40.669
4367.168,16.106,13.156,38.835
4368.175,17.425,12.708,36.342
4369.180,14.922,12.595,37.094
4370.187,12.349,12.401,37.867
4371.193,13.680,12.558,37.060
4372.201,15.344,12.709,37.193
4373.207,12.550,12.608,38.093
4374.213,18.805,12.479,36.514
4375.221,15.404,12.670,33.730
4376.228,14.652,12.844,33.560
4377.237,12.375,13.027,34.275
4378.244,13.636,12.797,36.969
4379.254,9.508,12.107,38.534
4380.261,11.099,11.796,38.550
4381.269,12.897,12.699,37.486
4382.279,11.867,12.160,35.073
4383.287,11.774,11.892,31.503
4384.298,9.776,11.617,27.326
4385.307,13.431,11.514,25.045
4386.318,11.745,11.903,27.412
4387.327,11.645,11.842,31.401
4388.336,14.314,12.436,33.849
4389.348,9.092,12.901,35.026
4390.358,9.666,12.984,34.611
4391.370,12.816,12.803,35.115
4392.381,12.884,12.379,35.038
4393.393,13.720,11.802,34.916
4394.404,15.522,12.648,33.959
4395.415,14.776,12.948,34.159
4396.429,12.889,12.553,34.899
4397.440,12.459,12.056,35.356
4398.454,13.856,11.878,37.513
4399.466,13.636,12.026,36.703
4400.480,8.035,11.975,36.015
4401.493,10.525,11.600,33.425
4402.505,14.715,11.236,33.664
4403.520,13.734,10.992,34.765
4404.534,10.539,10.554,34.106
4405.549,7.390,9.722,33.052
4406.563,8.238,9.730,32.980
4407.579,12.093,9.374,33.510
4408.593,9.723,9.764,35.231
4409.607,11.120,10.797,35.840
4410.624,13.280,11.219,37.000
4411.638,11.258,10.920,37.872
4412.656,10.097,10.420,38.439
4413.671,9.902,9.958,39.800
4414.689,10.521,9.625,39.515
4415.704,11.882,9.593,36.294
4416.723,9.930,9.862,33.991
4417.739,11.323,10.064,35.643
4418.755,6.655,10.456,37.028
4419.774,9.556,10.664,37.624
4420.791,12.895,11.071,40.354
4421.810,12.976,11.611,39.394
4422.827,14.492,11.762,36.489
4423.847,14.499,11.562,35.873
4424.865,12.039,12.155,37.456
4425.883,11.265,12.407,38.225
4426.903,11.189,12.527,37.869
4427.922,11.929,12.474,37.496
4428.943,13.843,12.098,38.625
4429.962,9.175,12.068,39.119
4430.983,9.530,12.008,36.584
4432.003,13.669,12.106,35.593
4433.022,9.969,12.678,38.140
4434.044,10.197,13.056,38.027
4435.064,13.308,12.756,35.929
4436.087,10.543,12.829,35.048
4437.108,12.796,12.568,36.338
4438.131,13.276,12.661,37.331
4439.152,12.607,12.431,38.808
4440.173,14.196,12.085,39.478
4441.197,12.921,12.246,38.912
4442.219,11.174,12.238,36.893
4443.243,13.657,11.969,34.682
4444.265,12.739,12.233,34.844
4445.290,9.159,12.354,37.278
4446.313,13.356,12.627,38.860
4447.336,14.892,13.481,38.272
4448.361,12.888,13.639,37.248
4449.384,14.074,13.651,37.145
4450.410,17.173,13.556,36.761
4451.434,15.247,13.867,38.279
4452.461,12.249,14.039,39.224
4453.485,11.536,13.242,38.654
4454.510,12.559,12.210,36.412
4455.537,10.902,12.036,33.511
4456.562,10.633,12.267,32.504
4457.589,12.536,12.404,32.961
4458.615,13.339,12.519,32.959
4459.643,14.768,13.092,32.556
4460.669,15.111,14.080,33.055
4461.695,11.454,13.399,33.788
4462.724,9.041,12.471,33.935
4463.751,11.195,12.607,35.042
4464.780,10.961,13.130,37.864
4465.807,11.418,13.024,38.860
4466.837,13.094,13.068,36.022
4467.864,13.749,12.603,35.613
4468.892,10.951,12.958,36.802
4469.923,8.935,12.994,36.858
4470.951,8.922,12.812,36.365
4471.982,11.987,13.230,36.597
4473.011,13.106,13.343,36.737
4474.042,14.472,13.774,37.420
4475.072,16.469,13.634,37.864
4476.101,14.018,13.752,37.795
4477.133,14.065,14.100,37.781
4478.163,13.426,14.109,37.897
4479.196,15.057,14.242,37.278
4480.226,12.394,13.536,36.725
4481.259,11.742,13.186,34.862
4482.290,13.468,13.286,33.220
4483.322,13.546,13.305,34.122
4484.355,14.928,13.156,35.009
4485.387,13.576,13.387,37.428
4486.421,11.638,12.565,38.303
4487.453,12.263,11.882,38.420
4488.488,12.713,12.109,37.936
4489.521,10.327,12.521,37.181
4490.554,11.615,12.386,36.980
4491.589,13.150,12.632,35.948
4492.622,9.347,12.748,35.982
4493.658,12.011,12.832,37.195
4494.692,12.690,13.015,36.349
4495.729,12.552,13.078,34.882
4496.763,11.917,13.029,35.446
4497.800,14.291,13.457,35.401
4498.834,11.965,13.244,37.237
4499.869,13.502,12.843,37.569
4500.907,12.902,13.186,36.790
4501.943,12.479,13.554,36.943
4502.981,15.743,13.169,36.004
4504.017,16.942,13.388,37.469
4505.055,14.490,13.000,40.179
4506.092,13.263,13.449,38.674
4507.128,11.698,13.604,37.943
4508.168,11.647,13.395,39.772
4509.205,15.061,13.690,39.593
4510.244,14.624,13.847,38.861
4511.282,14.607,13.654,40.606
4512.322,14.322,13.435,40.633
4513.360,11.699,12.877,39.599
4514.399,13.116,12.251,38.881
4515.440,10.682,12.117,37.496
4516.478,12.470,12.234,37.370
4517.520,12.431,12.438,36.837
4518.559,14.247,12.819,36.748
4519.601,12.383,12.884,36.917
4520.641,12.138,12.884,36.941
4521.681,12.367,13.367,37.502
4522.724,13.452,13.807,37.653
4523.764,14.368,13.587,37.447
4524.807,14.778,13.741,36.479
4525.848,14.686,14.120,35.918
4526.892,13.448,14.242,34.920
4527.933,13.735,14.135,32.791
4528.975,15.110,14.299,31.469
4530.019,17.381,14.044,32.860
4531.061,18.841,13.899,32.353
4532.106,13.121,13.526,32.986
4533.149,11.116,13.237,35.792
4534.194,11.696,13.459,35.615
4535.237,13.067,13.432,33.709
4536.280,13.685,13.746,33.138
4537.327,15.055,14.030,34.416
4538.370,12.889,14.412,37.268
4539.417,12.719,14.334,38.727
4540.461,14.506,13.791,37.405
4541.508,15.930,14.446,35.732
4542.553,13.222,13.466,36.264
4543.598,10.462,11.768,37.709
4544.646,12.160,11.344,37.679
4545.691,12.058,11.822,35.697
4546.739,13.538,11.871,34.603
4547.785,11.850,12.280,35.763
4548.834,11.523,12.818,35.769
4549.881,12.353,13.745,34.443
4550.927,15.199,14.158,33.098
4551.977,15.579,14.075,33.748
4553.024,11.599,14.063,36.528
4554.074,11.197,13.622,35.707
4555.121,10.513,12.893,35.891
4556.172,11.538,13.226,34.332
4557.220,16.018,13.224,34.132
4558.268,14.047,13.283,35.389
4559.319,14.079,14.377,36.361
4560.368,14.848,14.383,37.311
4561.420,12.814,13.799,37.264
4562.469,13.707,14.203,37.737
4563.521,13.535,14.322,38.504
4564.571,12.279,14.218,36.753
4565.621,12.189,14.606,36.038
4566.674,7.594,14.025,38.933
4567.725,13.164,13.655,37.601
4568.778,13.912,13.371,36.406
4569.829,17.155,12.930,36.864
4570.883,13.040,12.650,36.798
4571.934,15.354,12.859,35.879
4572.989,11.490,13.156,35.167
4574.041,10.398,13.794,35.412
4575.093,16.024,14.116,35.989
4576.148,12.545,14.033,36.798
4577.201,15.027,13.854,36.287
4578.256,17.829,13.846,36.078
4579.309,13.389,13.797,35.859
4580.365,12.618,13.101,34.931
4581.419,12.773,12.953,34.756
4582.473,11.740,13.165,33.904
4583.530,15.175,13.595,34.173
4584.584,11.567,14.235,35.106
4585.641,13.481,14.458,33.942
4586.696,13.860,14.531,32.366
4587.754,15.408,14.668,35.770
4588.809,13.018,14.724,37.331
4589.865,15.356,14.265,36.573
4590.923,14.467,13.199,35.001
4591.980,13.999,12.487,34.651
4593.038,15.383,12.848,33.614
4594.095,13.114,12.154,34.018
4595.154,14.610,12.352,32.939
4596.212,14.477,13.042,33.314
4597.269,13.196,12.572,33.935
4598.329,13.386,13.080,34.154
4599.387,12.470,13.891,34.999
4600.447,14.320,14.500,34.439
4601.506,17.582,14.004,33.217
4602.567,14.974,13.406,33.199
4603.626,14.844,13.991,34.515
