Wavelength,Flux,BestFit,SkyFlux
3716.208,72.222,80.291,6.038
3717.063,77.275,79.555,5.428
3717.921,72.459,80.637,5.264
3718.776,71.123,80.777,5.180
3719.631,69.295,80.477,4.739
3720.489,72.578,79.882,4.319
3721.345,75.295,79.824,4.217
3722.203,77.128,81.920,4.313
3723.059,76.172,81.631,4.280
3723.918,68.948,80.652,4.042
3724.775,65.589,81.202,4.575
3725.631,71.146,82.115,5.139
3726.491,72.615,81.707,5.537
3727.348,74.217,81.181,5.712
3728.207,77.124,81.930,5.684
3729.065,73.376,80.828,5.666
3729.925,71.990,81.431,5.792
3730.783,69.656,82.344,6.024
3731.641,74.936,81.621,6.280
3732.502,74.997,82.448,6.582
3733.360,72.152,82.672,7.200
3734.221,80.285,83.375,7.848
3735.080,67.340,83.017,7.613
3735.942,78.328,81.626,6.907
3736.801,75.679,81.044,6.913
3737.661,67.872,82.472,6.779
3738.523,70.286,83.470,7.631
3739.383,73.150,83.443,8.763
3740.245,76.672,84.226,9.065
3741.105,69.479,84.840,8.806
3741.968,72.079,84.123,9.026
3742.829,75.252,83.793,8.657
3743.690,72.358,83.742,8.495
3744.553,76.047,84.039,7.824
3745.415,82.907,83.508,6.804
3746.278,80.490,83.139,6.348
3747.140,79.296,83.775,6.615
3748.004,76.400,84.024,7.055
3748.867,72.680,84.851,5.903
3749.729,76.266,83.799,5.366
3750.594,75.049,83.583,5.706
3751.456,76.694,84.312,6.222
3752.322,72.258,84.188,6.290
3753.185,70.440,83.272,5.987
3754.050,77.672,83.267,5.988
3754.914,83.171,83.087,6.194
3755.780,75.129,82.104,6.963
3756.644,72.391,81.678,7.355
3757.508,74.140,82.224,6.622
3758.374,76.190,81.941,5.521
3759.239,77.167,83.082,5.570
3760.106,77.650,82.589,5.330
3760.971,76.696,81.084,5.163
3761.838,72.415,81.897,5.222
3762.704,75.818,84.056,4.899
3763.569,79.298,81.738,4.653
3764.437,77.300,82.537,4.845
3765.303,78.670,83.159,5.168
3766.171,86.244,82.402,5.043
3767.038,75.628,81.585,4.814
3767.906,78.704,81.823,4.376
3768.773,79.153,82.381,4.127
3769.640,72.508,82.837,4.359
3770.510,80.925,81.658,4.617
3771.377,71.311,81.413,4.451
3772.247,74.987,82.223,5.121
3773.114,73.082,82.184,6.214
3773.984,75.720,80.795,5.693
3774.853,82.137,80.374,5.423
3775.721,73.230,81.942,5.602
3776.592,76.688,81.770,5.642
3777.461,75.507,80.918,5.474
3778.332,75.036,81.654,5.523
3779.201,79.513,82.001,5.642
3780.072,79.020,81.570,5.493
3780.942,68.418,81.403,5.407
3781.812,82.088,81.750,5.402
3782.684,80.047,81.874,5.199
3783.554,75.396,81.294,4.778
3784.426,71.083,80.809,4.608
3785.297,68.044,81.329,5.316
3786.170,73.150,81.727,5.733
3787.041,78.084,80.518,5.350
3787.912,77.004,79.838,4.766
3788.786,78.280,80.867,4.194
3789.657,76.772,80.636,3.951
3790.531,72.580,81.244,4.357
3791.403,75.176,81.362,5.262
3792.277,75.919,80.901,5.600
3793.150,72.422,80.422,5.735
3794.022,78.534,80.601,5.648
3794.897,80.739,81.336,5.354
3795.770,77.859,80.250,4.990
3796.646,85.448,80.586,4.636
3797.519,79.739,80.652,4.284
3798.395,77.570,80.373,4.228
3799.269,78.583,80.573,3.746
3800.143,75.234,80.529,3.528
3801.019,71.846,81.180,3.969
3801.893,78.622,82.091,4.474
3802.770,79.780,81.740,4.615
3803.645,77.337,80.734,4.521
3804.522,75.412,80.741,4.519
3805.397,76.201,81.674,4.888
3806.273,77.194,80.788,4.991
3807.150,76.320,81.410,4.603
3808.026,81.531,81.370,4.057
3808.904,75.626,81.410,3.975
3809.780,82.156,82.048,4.557
3810.659,82.709,80.464,4.473
3811.536,70.237,81.372,3.960
3812.412,69.898,82.239,4.112
3813.292,73.957,81.324,4.605
3814.169,75.330,80.379,5.224
3815.048,76.128,80.922,5.661
3815.926,76.774,81.271,5.716
3816.806,75.870,81.393,5.537
3817.684,73.442,80.169,5.224
3818.562,74.027,80.500,5.030
3819.443,82.400,81.209,5.164
3820.322,79.131,80.811,4.686
3821.202,75.726,81.802,4.504
3822.082,80.901,81.909,4.845
3822.963,83.116,80.856,4.981
3823.842,82.985,81.037,4.446
3824.724,80.564,80.925,4.420
3825.604,76.836,79.956,4.423
3826.484,75.498,81.758,3.969
3827.366,77.596,81.290,4.414
3828.247,78.975,81.199,5.078
3829.130,76.252,81.173,5.460
3830.011,80.311,80.816,6.379
3830.894,79.641,80.345,7.539
3831.775,78.468,79.978,7.658
3832.657,79.495,80.373,7.481
3833.540,77.873,81.121,7.440
3834.422,82.938,80.511,7.069
3835.307,77.594,79.378,6.518
3836.189,75.218,79.814,6.247
3837.073,78.536,81.528,6.454
3837.956,80.415,80.271,5.670
3838.839,75.950,79.582,5.222
3839.724,71.964,80.792,5.105
3840.608,77.067,81.488,4.906
3841.493,77.475,80.311,5.034
3842.377,75.362,80.060,5.212
3843.263,76.844,80.482,5.268
3844.147,77.563,80.553,5.931
3845.032,69.914,80.743,5.304
3845.918,79.025,81.059,5.329
3846.803,77.533,81.122,5.876
3847.690,71.693,80.999,5.701
3848.575,74.202,80.832,5.125
3849.463,77.400,79.391,4.756
3850.348,73.554,79.943,4.810
3851.234,79.431,81.184,4.918
3852.122,79.138,80.861,5.150
3853.008,76.853,80.913,4.677
3853.897,77.114,80.282,4.305
3854.783,72.781,79.327,4.332
3855.672,69.979,80.065,4.515
3856.559,81.254,81.040,4.421
3857.446,76.239,80.609,4.062
3858.336,71.195,80.642,3.959
3859.223,75.905,80.823,3.459
3860.113,72.542,79.970,3.130
3861.001,76.681,80.411,3.395
3861.892,76.180,80.491,3.577
3862.780,69.840,79.046,3.950
3863.669,70.287,79.815,4.580
3864.560,77.630,80.708,4.822
3865.449,78.394,81.056,4.267
3866.340,79.386,80.898,3.896
3867.230,72.285,80.221,3.742
3868.121,71.899,79.354,3.752
3869.011,74.366,79.200,3.783
3869.901,73.061,79.807,3.545
3870.794,71.416,81.399,3.190
3871.684,71.753,80.465,3.288
3872.577,79.105,78.921,2.890
3873.468,76.479,79.220,3.190
3874.361,73.697,78.872,3.442
3875.252,77.060,80.467,3.768
3876.144,75.377,81.112,3.953
3877.038,72.680,81.339,3.895
3877.930,71.762,80.933,3.711
3878.824,79.928,79.881,3.722
3879.716,80.605,79.834,3.282
3880.611,69.438,79.380,3.495
3881.504,65.496,80.072,3.296
3882.396,69.304,79.970,3.143
3883.292,73.876,79.331,3.124
3884.185,75.830,79.328,3.229
3885.081,74.980,79.263,3.322
3885.975,72.921,79.510,3.284
3886.871,72.939,78.753,2.871
3887.765,77.864,78.429,3.219
3888.659,74.570,79.104,4.028
3889.556,75.254,79.635,4.722
3890.451,75.571,79.052,4.807
3891.348,73.535,80.010,4.333
3892.243,76.210,79.401,3.854
3893.141,73.094,77.806,3.645
3894.036,72.197,77.404,3.464
3894.934,71.389,78.491,3.676
3895.830,72.465,78.778,3.834
3896.726,72.196,79.434,3.858
3897.625,68.941,79.406,3.832
3898.522,83.839,78.584,3.844
3899.421,74.476,78.241,3.924
3900.318,75.816,78.939,4.069
3901.217,78.239,79.026,3.849
3902.115,72.787,77.935,3.914
3903.012,74.705,78.773,4.255
3903.912,64.901,78.594,4.242
3904.810,54.889,77.858,4.402
3905.711,41.345,78.408,4.946
3906.609,33.498,78.756,5.476
3907.510,38.404,78.645,5.755
3908.409,51.702,78.809,6.617
3909.308,68.743,79.012,6.299
3910.210,71.995,79.145,6.511
3911.109,75.271,79.430,6.226
3912.011,72.760,79.887,6.056
3912.911,67.003,79.602,6.102
3913.813,70.210,78.185,6.216
3914.714,55.763,77.808,6.252
3915.614,50.754,77.652,5.960
3916.517,42.291,76.905,5.414
3917.418,41.228,77.864,4.780
3918.322,53.380,78.656,4.733
3919.223,63.397,78.284,4.740
3920.127,70.415,77.719,4.684
3921.029,74.448,77.374,4.332
3921.931,73.187,77.275,3.871
3922.835,69.903,77.629,3.793
3923.737,70.506,77.374,3.983
3924.642,76.314,77.340,3.734
3925.545,77.221,77.919,3.884
3926.450,72.493,78.371,4.068
3927.354,75.789,78.027,3.580
3928.257,76.129,77.377,3.110
3929.163,69.255,76.886,3.021
3930.067,69.283,77.444,3.007
3930.973,72.175,78.062,2.946
3931.877,72.282,78.036,3.051
3932.784,66.575,77.991,3.038
3933.689,67.883,78.776,2.678
3934.594,75.039,77.787,2.606
3935.501,71.008,78.368,2.706
3936.406,67.576,78.871,2.484
3937.314,70.382,78.364,2.277
3938.220,70.724,77.698,2.907
3939.128,70.597,77.623,3.036
3940.034,72.180,77.400,3.764
3940.941,72.052,77.102,4.209
3941.849,72.524,76.982,4.707
3942.756,70.569,77.426,4.724
3943.665,72.921,77.945,4.833
3944.573,73.099,77.385,5.007
3945.482,68.930,77.749,4.665
3946.390,68.572,76.811,4.548
3947.298,68.922,76.477,4.876
3948.208,70.898,76.865,4.590
3949.116,69.184,76.923,4.707
3950.027,68.137,77.002,4.373
3950.936,69.188,76.720,4.136
3951.847,68.066,76.155,4.342
3952.756,70.866,76.395,4.538
3953.665,68.639,76.098,4.219
3954.577,69.446,75.009,4.459
3955.487,71.900,76.104,3.790
3956.399,74.505,76.153,3.949
3957.309,76.147,76.232,3.945
3958.221,62.101,76.086,3.834
3959.132,66.686,76.250,3.678
3960.045,72.461,76.752,3.791
3960.956,73.008,76.009,3.992
3961.867,72.901,75.477,3.825
3962.781,73.677,75.387,3.535
3963.692,71.046,75.824,3.028
3964.606,69.589,76.215,2.685
3965.518,71.408,76.006,2.507
3966.433,69.342,75.663,2.458
3967.345,65.861,76.270,2.472
3968.258,70.644,77.124,2.377
3969.173,69.391,75.705,2.036
3970.086,71.980,74.861,1.883
3971.002,68.541,76.303,2.133
3971.915,66.990,75.346,2.466
3972.831,71.051,75.627,2.868
3973.745,71.118,76.617,3.076
3974.659,71.817,75.977,3.214
3975.576,71.874,75.460,3.472
3976.490,72.239,76.233,3.915
3977.407,71.652,75.044,4.325
3978.322,71.568,74.918,4.264
3979.240,73.642,75.190,4.326
3980.155,68.903,75.261,4.462
3981.071,68.913,75.374,4.190
3981.989,61.586,75.857,4.489
3982.905,48.986,76.399,4.294
3983.823,39.173,76.577,3.968
3984.740,36.118,75.144,3.964
3985.659,42.342,74.627,4.025
3986.576,48.584,75.152,3.818
3987.493,59.721,75.047,3.868
3988.412,71.044,74.014,3.914
3989.330,73.542,73.246,4.083
3990.250,68.560,74.415,4.539
3991.168,73.906,74.865,4.647
3992.088,64.810,74.647,4.384
3993.006,52.871,74.768,4.203
3993.925,46.499,74.078,4.284
3994.846,47.266,74.388,4.278
3995.765,54.218,74.495,3.992
3996.686,62.591,74.506,4.135
3997.606,72.064,74.828,4.024
3998.528,74.078,75.409,4.150
3999.447,71.001,75.487,4.269
4000.368,70.240,74.364,4.364
4001.290,73.013,76.290,4.465
4002.211,69.684,76.486,4.468
4003.133,70.107,74.691,4.335
4004.054,69.773,73.750,4.233
4004.978,68.403,73.607,4.297
4005.899,65.435,74.937,4.240
4006.821,59.863,74.345,4.219
4007.745,60.956,74.010,4.505
4008.666,59.299,74.480,5.011
4009.591,62.578,74.798,5.393
4010.513,70.977,75.208,5.523
4011.438,75.368,75.156,5.564
4012.361,69.592,74.071,5.216
4013.284,68.001,74.566,4.898
4014.209,73.460,75.287,5.300
4015.133,66.678,74.408,5.559
4016.059,62.751,74.408,4.868
4016.983,68.801,75.044,4.533
4017.909,66.318,74.593,4.527
4018.833,60.223,74.909,4.638
4019.758,64.630,74.817,5.173
4020.685,72.143,73.663,4.718
4021.610,69.635,74.685,5.511
4022.537,63.568,74.418,5.255
4023.462,70.780,73.789,5.241
4024.390,70.723,74.772,5.100
4025.316,69.853,75.822,4.860
4026.242,72.227,75.069,4.557
4027.171,72.335,74.116,4.460
4028.097,68.008,73.591,4.687
4029.026,66.589,74.528,4.790
4029.953,72.622,74.751,4.618
4030.882,67.821,74.274,4.717
4031.809,66.099,74.204,4.535
4032.739,68.445,74.146,4.109
4033.667,70.408,74.742,4.060
4034.595,71.347,74.802,4.023
4035.525,67.406,74.977,4.043
4036.453,67.166,74.558,4.365
4037.384,70.394,73.285,4.619
4038.313,71.893,73.539,4.393
4039.244,70.116,75.438,4.645
4040.173,68.845,75.753,4.899
4041.103,69.103,74.825,5.063
4042.035,67.894,74.423,5.085
4042.965,68.024,75.009,5.513
4043.897,70.481,74.971,5.866
4044.827,73.566,74.711,5.866
4045.760,74.431,74.910,6.104
4046.691,72.138,74.288,7.327
4047.622,72.015,73.288,8.449
4048.555,73.951,73.293,8.269
4049.486,71.157,74.052,7.580
4050.420,65.999,73.712,6.646
4051.352,68.812,73.964,5.632
4052.286,71.279,73.988,5.327
4053.218,69.253,73.956,4.984
4054.151,74.623,74.387,4.685
4055.086,70.978,74.477,4.876
4056.019,62.436,74.499,4.870
4056.954,73.325,74.061,4.664
4057.887,67.079,73.883,4.262
4058.823,68.675,74.133,4.315
4059.757,73.064,74.402,4.843
4060.691,73.947,74.367,4.891
4061.627,70.173,73.982,5.013
4062.561,66.327,74.829,5.185
4063.498,72.071,75.055,5.136
4064.433,66.859,74.510,5.181
4065.370,66.766,74.487,5.487
4066.305,68.933,74.813,5.865
4067.241,67.096,73.299,5.849
4068.179,66.687,73.288,5.538
4069.115,69.519,74.194,5.240
4070.053,68.662,74.248,5.651
4070.989,70.113,73.113,5.465
4071.928,72.817,72.415,4.979
4072.865,71.422,72.523,4.741
4073.802,66.537,73.409,4.835
4074.741,70.144,72.522,4.924
4075.679,70.151,71.521,5.003
4076.618,71.324,72.377,5.589
4077.556,72.557,72.466,5.791
4078.497,70.767,72.244,5.254
4079.435,68.485,71.522,5.417
4080.373,71.397,71.765,5.492
4081.314,69.166,72.851,5.627
4082.253,67.485,73.196,5.696
4083.194,69.502,72.204,5.473
4084.134,71.556,72.690,5.206
4085.076,69.028,71.942,4.600
4086.015,67.020,71.612,4.365
4086.955,66.042,71.414,4.794
4087.898,66.661,70.679,5.050
4088.838,65.745,71.016,4.923
4089.781,66.115,69.996,4.523
4090.722,71.794,70.130,4.517
4091.665,67.043,70.668,4.733
4092.606,67.492,70.321,4.672
4093.548,68.884,69.737,4.729
4094.492,68.929,70.877,4.384
4095.434,68.697,70.851,4.315
4096.378,68.738,70.006,4.131
4097.321,68.706,70.267,4.183
4098.265,69.430,70.250,4.329
4099.208,66.815,69.075,4.257
4100.151,66.417,69.733,4.162
4101.097,69.512,70.151,4.094
4102.040,69.103,70.319,4.018
4102.986,68.493,69.799,3.983
4103.930,70.763,69.829,3.633
4104.876,69.111,70.751,3.265
4105.821,67.644,70.234,3.553
4106.768,68.848,70.234,3.822
4107.712,68.260,70.039,3.856
4108.657,69.422,69.748,4.006
4109.605,71.135,69.796,3.956
4110.550,72.363,70.236,3.980
4111.498,70.480,70.521,4.064
4112.444,68.707,70.368,4.014
4113.392,70.847,70.230,4.066
4114.338,63.420,69.963,4.173
4115.285,66.957,69.961,4.567
4116.234,69.560,70.452,4.035
4117.181,69.871,70.370,4.224
4118.130,70.616,68.769,4.253
4119.078,69.542,69.532,4.077
4120.027,67.698,70.393,4.012
4120.975,65.367,70.240,4.100
4121.923,67.196,70.088,4.237
4122.874,69.696,70.584,4.260
4123.822,70.415,71.273,4.299
4124.773,70.832,71.085,4.484
4125.722,67.343,69.947,4.832
4126.673,74.179,69.228,4.324
4127.623,70.982,69.986,4.426
4128.572,69.198,70.945,4.464
4129.524,71.878,69.856,4.250
4130.474,64.598,69.199,4.354
4131.427,73.991,70.058,4.459
4132.377,71.243,71.000,4.454
4133.330,68.375,70.881,4.568
4134.281,68.443,70.807,4.784
4135.232,68.721,69.979,4.693
4136.186,70.537,70.536,4.658
4137.137,72.777,70.042,4.759
4138.091,69.036,69.501,5.015
4139.043,67.346,70.075,4.692
4139.998,70.795,69.036,4.547
4140.950,73.341,70.044,4.536
4141.903,69.613,70.605,4.336
4142.858,71.453,70.628,4.130
4143.811,68.789,70.278,4.022
4144.766,70.975,69.288,3.918
4145.720,73.757,68.088,4.057
4146.676,71.014,68.822,4.161
4147.630,66.268,68.665,4.327
4148.584,65.311,69.031,4.141
4149.541,72.291,69.831,4.096
4150.495,74.362,69.778,4.267
4151.452,71.792,69.162,4.113
4152.407,72.546,68.625,4.059
4153.365,77.135,69.671,4.110
4154.320,70.964,69.989,4.270
4155.276,71.348,70.025,4.593
4156.234,70.158,70.372,4.547
4157.190,70.434,68.919,5.187
4158.149,74.089,69.944,4.863
4159.106,73.184,70.312,4.831
4160.065,67.995,69.644,4.721
4161.022,68.773,69.910,4.909
4161.979,72.136,71.206,5.028
4162.939,71.634,70.491,5.221
4163.896,69.695,70.774,5.430
4164.857,72.272,70.066,5.626
4165.815,68.428,70.506,5.762
4166.775,76.354,70.814,5.711
4167.734,74.948,69.296,6.090
4168.693,70.359,69.116,5.655
4169.654,71.828,71.284,5.428
4170.613,73.122,71.274,5.780
4171.575,75.628,70.297,5.485
4172.535,76.298,70.591,5.480
4173.497,76.702,71.793,5.230
4174.457,74.560,71.363,5.155
4175.417,70.255,71.509,5.052
4176.380,70.130,70.700,4.808
4177.341,76.538,69.906,4.629
4178.304,75.440,70.676,4.967
4179.265,74.334,71.878,5.041
4180.229,75.362,70.314,4.797
4181.191,75.346,70.993,4.769
4182.155,73.317,71.191,4.732
4183.117,73.901,71.404,4.540
4184.079,72.778,72.023,4.425
4185.044,73.198,72.187,4.366
4186.007,77.010,71.486,4.318
4186.972,77.213,72.516,4.305
4187.935,69.122,71.524,4.249
4188.901,75.181,72.045,4.086
4189.865,75.929,73.023,4.163
4190.829,76.419,71.645,4.148
4191.795,77.162,70.513,4.144
4192.759,76.574,71.144,4.601
4193.726,76.144,71.850,4.279
4194.691,74.729,72.535,4.311
4195.658,73.051,72.779,4.242
4196.624,75.974,72.298,4.062
4197.589,77.519,71.894,3.989
4198.557,74.846,71.252,3.713
4199.523,74.593,71.719,3.530
4200.491,77.895,73.104,3.755
4201.457,79.512,73.568,3.565
4202.426,79.752,72.399,3.741
4203.393,77.013,71.813,3.851
4204.360,75.003,71.924,3.891
4205.330,79.168,71.342,3.688
4206.297,78.209,72.384,3.959
4207.267,83.753,73.845,4.072
4208.235,81.922,73.400,4.377
4209.205,76.479,72.592,4.479
4210.174,75.942,72.716,4.492
4211.142,78.855,72.811,4.490
4212.113,80.787,73.130,4.157
4213.082,84.021,73.271,3.992
4214.054,79.837,72.909,4.097
4215.023,77.552,72.953,4.318
4215.995,81.601,73.080,3.885
4216.965,82.405,72.840,3.851
4217.935,82.978,72.999,4.134
4218.908,79.958,72.827,4.127
4219.878,78.478,72.132,3.545
4220.851,79.554,72.940,3.624
4221.822,81.649,73.319,3.768
4222.796,83.500,73.571,3.755
4223.767,83.113,74.090,3.769
4224.739,80.225,73.775,3.785
4225.713,80.605,72.611,3.621
4226.685,81.525,73.225,3.320
4227.660,80.801,74.025,3.462
4228.633,81.156,74.255,3.260
4229.608,80.611,75.106,3.527
4230.581,81.085,75.292,3.619
4231.554,82.912,73.662,3.813
4232.530,81.696,72.768,3.865
4233.504,80.478,73.465,3.903
4234.480,85.889,74.647,3.834
4235.454,83.839,74.864,3.870
4236.431,84.069,74.204,3.861
4237.405,82.316,73.751,3.811
4238.380,81.989,74.163,3.977
4239.357,84.819,75.014,3.680
4240.333,86.149,75.588,3.675
4241.310,87.824,75.896,3.608
4242.286,83.700,75.310,3.974
4243.264,84.532,74.436,3.824
4244.241,87.048,75.650,3.871
4245.217,85.752,75.707,4.021
4246.196,84.439,75.608,4.273
4247.173,87.785,76.126,4.545
4248.152,86.177,76.255,4.851
4249.129,87.472,75.771,4.753
4250.109,90.504,76.545,4.395
4251.087,90.113,75.888,4.209
4252.065,86.394,74.274,4.149
4253.045,85.210,74.748,4.425
4254.024,88.651,76.211,4.364
4255.005,88.147,76.081,4.227
4255.984,86.297,75.304,4.387
4256.965,88.262,75.392,4.393
4257.944,92.313,76.590,4.212
4258.926,92.379,76.235,4.396
4259.906,89.581,75.269,4.268
4260.886,90.020,75.861,3.912
4261.869,90.776,76.740,3.799
4262.849,90.656,76.753,3.902
4263.832,93.500,76.955,4.000
4264.813,94.265,76.741,4.139
4265.796,93.432,75.908,4.364
4266.778,91.460,75.481,4.339
4267.759,91.675,76.701,4.432
4268.743,94.035,77.937,4.250
4269.725,94.409,77.808,4.010
4270.710,94.451,76.715,4.083
4271.692,95.292,76.766,3.957
4272.677,93.559,78.089,3.711
4273.660,94.024,77.422,3.710
4274.644,97.905,77.663,3.771
4275.629,98.178,77.188,3.851
4276.613,94.839,76.471,4.056
4277.599,97.353,76.693,4.271
4278.583,96.627,77.686,4.239
4279.570,94.928,77.726,4.366
4280.554,95.336,77.824,4.111
4281.539,94.791,77.680,3.987
4282.526,97.122,78.431,3.917
4283.511,101.861,78.967,3.994
4284.499,100.940,78.071,3.961
4285.485,98.259,77.520,4.004
4286.473,97.990,77.835,3.946
4287.459,98.596,78.426,3.962
4288.446,103.176,78.772,3.647
4289.434,102.183,78.628,3.439
4290.421,102.215,78.949,3.519
4291.411,101.831,80.945,3.615
4292.398,99.819,80.235,3.706
4293.388,101.641,80.226,3.869
4294.375,107.648,81.022,4.015
4295.363,106.579,81.598,4.166
4296.354,106.254,82.079,4.079
4297.342,107.682,83.242,3.894
4298.333,108.447,82.140,3.974
4299.322,107.852,83.608,3.723
4300.313,103.815,84.337,3.474
4301.303,104.769,84.428,3.427
4302.292,108.263,85.585,3.376
4303.284,110.178,85.882,3.181
4304.274,110.751,87.979,3.266
4305.267,111.618,87.328,3.389
4306.257,107.395,87.391,3.375
4307.250,111.005,88.756,3.529
4308.241,110.136,89.104,3.649
4309.232,109.003,88.697,3.800
4310.226,112.321,90.057,3.775
4311.217,113.597,92.022,3.552
4312.212,112.885,93.381,3.886
4313.204,111.863,93.598,3.983
4314.198,110.898,93.820,4.273
4315.191,111.991,95.941,4.603
4316.183,114.995,96.124,4.985
4317.179,117.286,96.852,4.936
4318.172,119.135,97.749,4.863
4319.168,112.946,98.709,4.788
4320.161,114.765,100.148,4.685
4321.157,118.443,101.441,4.726
4322.152,117.495,101.556,4.732
4323.146,117.629,102.050,4.473
4324.143,114.515,103.815,4.030
4325.137,122.045,105.375,3.926
4326.135,120.145,104.962,3.681
4327.130,116.938,103.546,4.054
4328.128,118.689,104.073,4.039
4329.124,116.204,105.286,4.259
4330.119,122.684,103.924,4.060
4331.118,118.524,102.315,4.126
